ARS sex ageCat f_coeff immGG id year
6 Male 2 0.0350514501333237 0.599395751953125 539 2006
7 Male 3to5 0.0350514501333237 0.599395751953125 539 2007
1 Male 3to5 0.0350514501333237 0.599395751953125 539 2008
11 Male 3to5 0.0350514501333237 0.599395751953125 539 2009
6 Male 6plus 0.0350514501333237 0.599395751953125 539 2010
0 Male 1 0.0450029373168945 0.5511474609375 511 2005
2 Male 2 0.0450029373168945 0.5511474609375 511 2006
0 Male 1 0.0353802144527435 0.582366943359375 542 2005
0 Male 1 0.0328214168548584 0.6748046875 540 2005
8 Male 2 0.0328214168548584 0.6748046875 540 2006
4 Male 1 0.060905933380127 0.58953857421875 537 2005
7 Male 1 0.060905933380127 0.58953857421875 538 2005
4 Male 2 0.060905933380127 0.58953857421875 538 2006
15 Male 3to5 0.060905933380127 0.58953857421875 538 2007
6 Male 3to5 0.060905933380127 0.58953857421875 538 2008
0 Male 1 0.0372401624917984 0.589813232421875 536 2005
0 Male 1 0.0701991282403469 0.564842224121094 561 2005
8 Male 2 0.0701991282403469 0.564842224121094 561 2006
0 Male 1 0.0335411354899406 0.579010009765625 559 2005
3 Male 2 0.0335411354899406 0.579010009765625 559 2006
4 Male 3to5 0.0335411354899406 0.579010009765625 559 2007
12 Male 3to5 0.0335411354899406 0.579010009765625 559 2008
4 Male 3to5 0.0335411354899406 0.579010009765625 559 2009
9 Male 6plus 0.0335411354899406 0.579010009765625 559 2010
3 Male 6plus 0.0335411354899406 0.579010009765625 559 2011
3 Male 6plus 0.0335411354899406 0.579010009765625 559 2012
6 Male 1 0.0542196035385132 0.49041748046875 482 2005
3 Male 2 0.0542196035385132 0.49041748046875 482 2006
0 Male 1 0.0361164808273315 0.603057861328125 513 2005
0 Male 1 0.119456693530083 0.482582092285156 560 2005
4 Male 2 0.119456693530083 0.482582092285156 560 2006
21 Male 3to5 0.119456693530083 0.482582092285156 560 2007
3 Male 3to5 0.119456693530083 0.482582092285156 560 2008
0 Male 1 0.0534007400274277 0.525009155273438 541 2005
0 Male 1 0.0373613834381104 0.566131591796875 512 2005
3 Male 1 0 0.8441162109375 455 2005
0 Male 1 0.0826228782534599 0.449913024902344 562 2005
7 Male 1 0.0826228782534599 0.449913024902344 563 2005
2 Male 1 0.0446923784911633 0.565547943115234 585 2005
8 Male 2 0.0446923784911633 0.565547943115234 585 2006
1 Male 1 0.0446923784911633 0.565547943115234 584 2005
9 Male 2 0.0446923784911633 0.565547943115234 584 2006
3 Male 3to5 0.0446923784911633 0.565547943115234 584 2007
5 Male 1 0.0743110696785152 0.505186080932617 612 2006
11 Male 2 0.0743110696785152 0.505186080932617 612 2007
8 Male 3to5 0.0743110696785152 0.505186080932617 612 2008
4 Male 3to5 0.0743110696785152 0.505186080932617 612 2009
9 Male 3to5 0.0743110696785152 0.505186080932617 612 2010
7 Male 1 0.0235463529825211 0.638839721679688 548 2006
18 Male 2 0.0235463529825211 0.638839721679688 548 2007
5 Male 3to5 0.0235463529825211 0.638839721679688 548 2008
2 Male 1 0.0394054055213928 0.571075439453125 519 2006
0 Male 1 0.0450029373168945 0.5511474609375 518 2006
1 Male 1 0 0.794769287109375 567 2006
3 Male 1 0.0684471540153027 0.459854125976562 565 2006
15 Male 1 0.0727810682728887 0.518424987792969 590 2007
14 Male 2 0.0727810682728887 0.518424987792969 590 2008
3 Male 1 0.0512042324990034 0.588630676269531 628 2009
0 Male 1 0.168542074970901 0.541228294372559 648 2009
8 Male 2 0.168542074970901 0.541228294372559 648 2010
8 Male 3to5 0.168542074970901 0.541228294372559 648 2011
6 Male 3to5 0.168542074970901 0.541228294372559 648 2012
5 Male 3to5 0.168542074970901 0.541228294372559 648 2013
0 Male 1 0.0589248407632113 0.580976486206055 630 2009
15 Male 2 0.0589248407632113 0.580976486206055 630 2010
3 Male 1 0.0846765440364834 0.584803581237793 647 2009
15 Male 2 0.0846765440364834 0.584803581237793 647 2010
12 Male 3to5 0.0846765440364834 0.584803581237793 647 2011
10 Male 3to5 0.0846765440364834 0.584803581237793 647 2012
0 Male 1 0.0727810682728887 0.518424987792969 607 2009
13 Male 1 0.107503639534116 0.610805511474609 589 2007
11 Male 2 0.107503639534116 0.610805511474609 589 2008
10 Male 3to5 0.107503639534116 0.610805511474609 589 2009
11 Male 1 0.0935814464464784 0.519432067871094 592 2007
7 Male 2 0.0935814464464784 0.519432067871094 592 2008
2 Male 1 0.0643822802230716 0.621307373046875 591 2007
6 Male 2 0.0643822802230716 0.621307373046875 591 2008
10 Male 1 0.118462351500057 0.565536499023438 651 2010
5 Male 1 0 0.805402755737305 633 2010
2 Male 1 0.0673741963692009 0.542844772338867 615 2008
1 Male 2 0.0673741963692009 0.542844772338867 615 2009
6 Male 3to5 0.0673741963692009 0.542844772338867 615 2010
2 Male 1 0.104563997127116 0.547362327575684 640 2008
2 Male 1 0.0727810682728887 0.518424987792969 596 2008
2 Male 2 0.0727810682728887 0.518424987792969 596 2009
6 Male 3to5 0.0727810682728887 0.518424987792969 596 2010
0 Male 1 0.0858993791043758 0.59088134765625 580 2008
3 Male 2 0.0858993791043758 0.59088134765625 580 2009
2 Male 1 0.0648701647296548 0.582424163818359 600 2008
0 Male 1 0.0473988670855761 0.692222595214844 595 2008
3 Male 1 0.116403465624899 0.471218109130859 601 2008
6 Male 2 0.116403465624899 0.471218109130859 601 2009
5 Male 3to5 0.116403465624899 0.471218109130859 601 2010
7 Male 1 0.0512042324990034 0.588630676269531 618 2008
1 Male 1 0.0589248407632113 0.580976486206055 616 2008
0 Male 2 0.0589248407632113 0.580976486206055 616 2009
0 Male 3to5 0.0589248407632113 0.580976486206055 616 2010
5 Male 1 0.0705978269688785 0.638744354248047 597 2008
7 Male 1 0.0244255363941193 0.655792236328125 522 2008
17 Male 2 0.0244255363941193 0.655792236328125 522 2009
10 Male 3to5 0.0244255363941193 0.655792236328125 522 2010
3 Male 3to5 0.0244255363941193 0.655792236328125 522 2011
0 Male 1 0.0673741963692009 0.542844772338867 619 2008
5 Male 2 0.0673741963692009 0.542844772338867 619 2009
5 Male 3to5 0.0673741963692009 0.542844772338867 619 2010
4 Male 1 0.105039894580841 0.539558410644531 614 2008
10 Male 2 0.105039894580841 0.539558410644531 614 2009
6 Male 1 0.0691130748018622 0.590641021728516 598 2008
7 Male 2 0.0691130748018622 0.590641021728516 598 2009
2 Male 1 0.00869789719581604 0.789215087890625 521 2008
13 Male 2 0.00869789719581604 0.789215087890625 521 2009
6 Male 3to5 0.00869789719581604 0.789215087890625 521 2010
4 Male 1 0.0557580385357141 0.5806884765625 599 2008
2 Male 2 0.0557580385357141 0.5806884765625 599 2009
5 Male 1 0.115995996631682 0.598823547363281 617 2008
4 Male 2 0.115995996631682 0.598823547363281 617 2009
8 Male 3to5 0.115995996631682 0.598823547363281 617 2010
6 Male 3to5 0.115995996631682 0.598823547363281 617 2011
5 Male 3to5 0.115995996631682 0.598823547363281 617 2012
2 Male 1 0.14259051917179 0.5263352394104 671 2009
6 Male 2 0.14259051917179 0.5263352394104 671 2010
5 Male 3to5 0.14259051917179 0.5263352394104 671 2011
0 Male 3to5 0.14259051917179 0.5263352394104 671 2012
2 Male 1 0.102298094047001 0.565737724304199 646 2009
10 Male 2 0.102298094047001 0.565737724304199 646 2010
12 Male 3to5 0.102298094047001 0.565737724304199 646 2011
0 Male 1 0.0618309983983636 0.621307373046875 627 2009
0 Male 1 0.0618309983983636 0.621307373046875 629 2009
2 Male 1 0.114241530998697 0.55694317817688 738 2012
1 Male 2 0.114241530998697 0.55694317817688 738 2013
6 Male 3to5 0.114241530998697 0.55694317817688 738 2014
4 Male 3to5 0.114241530998697 0.55694317817688 738 2015
7 Male 1 0.0585696307898615 0.611093521118164 726 2012
0 Male 1 0.0585696307898615 0.611093521118164 729 2012
2 Male 2 0.0585696307898615 0.611093521118164 729 2013
6 Male 3to5 0.0585696307898615 0.611093521118164 729 2014
7 Male 1 0.0585696307898615 0.611093521118164 731 2012
2 Male 1 0.0259108410682529 0.651979207992554 722 2012
5 Male 2 0.0259108410682529 0.651979207992554 722 2013
0 Male 1 0.0259108410682529 0.651979207992554 739 2012
0 Male 1 0.0259108410682529 0.651979207992554 723 2012
6 Male 2 0.0259108410682529 0.651979207992554 723 2013
0 Male 1 0.107348482495127 0.577930927276611 768 2012
6 Male 2 0.107348482495127 0.577930927276611 768 2013
0 Male 1 0.107348482495127 0.577930927276611 770 2012
4 Male 1 0.0927223639155272 0.578585624694824 667 2012
4 Male 2 0.0927223639155272 0.578585624694824 667 2013
7 Male 3to5 0.0927223639155272 0.578585624694824 667 2014
0 Male 1 0 0.792401790618896 701 2012
6 Male 2 0 0.792401790618896 701 2013
2 Male 3to5 0 0.792401790618896 701 2014
2 Male 3to5 0 0.792401790618896 701 2015
2 Male 1 0 0.792401790618896 699 2012
3 Male 1 0.0806521859958593 0.611916065216064 732 2012
9 Male 2 0.0806521859958593 0.611916065216064 732 2013
6 Male 3to5 0.0806521859958593 0.611916065216064 732 2014
8 Male 3to5 0.0806521859958593 0.611916065216064 732 2015
2 Male 1 0.0806521859958593 0.611916065216064 730 2012
6 Male 1 0 0.795440673828125 611 2012
3 Male 2 0 0.795440673828125 611 2013
0 Male 1 0.103553821449168 0.628198385238647 737 2012
2 Male 1 0 0.792401790618896 710 2013
5 Male 1 0.201211399282329 0.531766891479492 649 2010
3 Male 1 0.201211399282329 0.531766891479492 650 2010
6 Male 1 0.0360057957004756 0.685333728790283 675 2010
6 Male 1 0.127941379367257 0.569644451141357 676 2010
5 Male 1 0.0660077165812254 0.585399627685547 609 2010
0 Male 2 0.0660077165812254 0.585399627685547 609 2011
6 Male 3to5 0.0660077165812254 0.585399627685547 609 2012
3 Male 1 0.032301667612046 0.630324602127075 716 2010
0 Male 1 0.100540395418648 0.569121837615967 674 2010
0 Male 2 0.100540395418648 0.569121837615967 674 2011
1 Male 3to5 0.100540395418648 0.569121837615967 674 2012
4 Male 1 0.100540395418648 0.569121837615967 678 2010
4 Male 2 0.100540395418648 0.569121837615967 678 2011
5 Male 3to5 0.100540395418648 0.569121837615967 678 2012
1 Male 3to5 0.100540395418648 0.569121837615967 678 2013
1 Male 1 0.0933343976066681 0.573092937469482 677 2010
0 Male 2 0.0933343976066681 0.573092937469482 677 2011
0 Male 1 0.0314386857207865 0.692773818969727 634 2010
7 Male 1 0.0314386857207865 0.692773818969727 635 2010
4 Male 1 0.0801020768412855 0.550596237182617 652 2010
1 Male 1 0.136436674278229 0.58992862701416 653 2010
0 Male 1 0.0757225276902318 0.578208923339844 689 2011
6 Male 2 0.0757225276902318 0.578208923339844 689 2012
8 Male 1 0.066316678217845 0.645246505737305 688 2011
0 Male 1 0.0561070183757693 0.740994453430176 663 2011
3 Male 2 0.0561070183757693 0.740994453430176 663 2012
2 Male 3to5 0.0561070183757693 0.740994453430176 663 2013
10 Male 1 0.0707615214341786 0.618446588516235 718 2011
10 Male 2 0.0707615214341786 0.618446588516235 718 2012
1 Male 1 0.0426025707274675 0.653820037841797 639 2011
8 Male 2 0.0426025707274675 0.653820037841797 639 2012
2 Male 3to5 0.0426025707274675 0.653820037841797 639 2013
3 Male 1 0.0493682775631896 0.661246538162231 720 2011
2 Male 2 0.0493682775631896 0.661246538162231 720 2012
4 Male 3to5 0.0493682775631896 0.661246538162231 720 2013
9 Male 3to5 0.0493682775631896 0.661246538162231 720 2014
2 Male 1 0.0771850612800336 0.553785800933838 684 2011
1 Male 2 0.0771850612800336 0.553785800933838 684 2012
6 Male 3to5 0.0771850612800336 0.553785800933838 684 2013
3 Male 3to5 0.0771850612800336 0.553785800933838 684 2014
7 Male 3to5 0.0771850612800336 0.553785800933838 684 2015
0 Male 1 0.0771850612800336 0.553785800933838 687 2011
5 Male 2 0.0771850612800336 0.553785800933838 687 2012
2 Male 1 0.0308098409732338 0.740986704826355 799 2015
3 Male 1 0.100342455461941 0.700052320957184 807 2015
0 Male 1 0.170935052912682 0.567975521087646 690 2011
3 Male 2 0.170935052912682 0.567975521087646 690 2012
1 Male 1 0.100776398394373 0.578958511352539 692 2011
5 Male 2 0.100776398394373 0.578958511352539 692 2012
7 Male 3to5 0.100776398394373 0.578958511352539 692 2013
6 Male 3to5 0.100776398394373 0.578958511352539 692 2014
0 Male 1 0.152768182830187 0.564016103744507 719 2011
1 Male 2 0.152768182830187 0.564016103744507 719 2012
2 Male 1 0.0408054559957236 0.680322170257568 683 2011
0 Male 1 0.0640326328575611 0.697151184082031 610 2011
3 Male 2 0.0640326328575611 0.697151184082031 610 2012
3 Male 3to5 0.0640326328575611 0.697151184082031 610 2013
15 Male 3to5 0.0640326328575611 0.697151184082031 610 2014
14 Male 3to5 0.0640326328575611 0.697151184082031 610 2015
3 Male 1 0.0801020768412855 0.550596237182617 662 2011
2 Male 2 0.0801020768412855 0.550596237182617 662 2012
3 Male 1 0.0777080935658887 0.569943428039551 664 2011
4 Male 1 0.0680520935129607 0.60060453414917 685 2011
8 Male 2 0.0680520935129607 0.60060453414917 685 2012
3 Male 3to5 0.0680520935129607 0.60060453414917 685 2013
0 Male 1 0 0.792401790618896 691 2011
4 Male 1 0.0525271317428633 0.674672484397888 775 2013
6 Male 2 0.0525271317428633 0.674672484397888 775 2014
7 Male 1 0 0.784822225570679 762 2014
6 Male 1 0.115768195030796 0.565709471702576 791 2014
6 Male 2 0.115768195030796 0.565709471702576 791 2015
1 Male 1 0.115768195030796 0.565709471702576 787 2014
3 Male 1 0.0713440426989109 0.680680990219116 763 2014
11 Male 2 0.0713440426989109 0.680680990219116 763 2015
0 Male 1 0.0358800253311529 0.707573413848877 786 2014
4 Male 2 0.0358800253311529 0.707573413848877 786 2015
5 Male 1 0.0660304763459862 0.615282416343689 785 2014
0 Male 1 0.114455667518087 0.66005539894104 788 2014
4 Male 2 0.114455667518087 0.66005539894104 788 2015
0 Male 1 0.0876775004912815 0.614175498485565 802 2014
0 Male 1 0.148312399970337 0.58840149641037 803 2014
14 Male 2 0.148312399970337 0.58840149641037 803 2015
0 Male 1 0.148312399970337 0.58840149641037 805 2014
3 Male 1 0 0.776230216026306 789 2014
0 Male 1 0.0358800253311529 0.707573413848877 793 2014
7 Male 2 0.0358800253311529 0.707573413848877 793 2015
0 Male 1 0.0358800253311529 0.707573413848877 792 2014
5 Male 1 0.114980940959867 0.594839572906494 790 2014
8 Male 2 0.114980940959867 0.594839572906494 790 2015
0 Male 1 0.109574821683054 0.566185712814331 764 2014
0 Male 1 0.0584232234905357 0.659579277038574 800 2015
2 Male 1 0.0863918846328033 0.608844339847565 806 2015
6 Male 1 0.14259051917179 0.5263352394104 686 2011
5 Male 2 0.14259051917179 0.5263352394104 686 2012
3 Male 1 0.0595095092430711 0.734768629074097 733 2012
0 Male 1 0.308628649137972 0.60060453414917 736 2012
0 Male 1 0.0818473374238238 0.548752307891846 700 2012
0 Male 2 0.0818473374238238 0.548752307891846 700 2013
3 Male 1 0.0259108410682529 0.651979207992554 725 2012
7 Male 2 0.0259108410682529 0.651979207992554 725 2013
5 Male 3to5 0.0259108410682529 0.651979207992554 725 2014
0 Male 1 0.0826197068672627 0.568960189819336 668 2012
7 Male 2 0.0826197068672627 0.568960189819336 668 2013
3 Male 1 0.0826197068672627 0.568960189819336 666 2012
1 Male 2 0.0826197068672627 0.568960189819336 666 2013
6 Male 3to5 0.0826197068672627 0.568960189819336 666 2014
5 Male 1 0.0585696307898615 0.611093521118164 728 2012
5 Male 2 0.0585696307898615 0.611093521118164 728 2013
10 Male 3to5 0.0585696307898615 0.611093521118164 728 2014
3 Male 1 0.0585696307898615 0.611093521118164 724 2012
1 Male 1 0.148752804270771 0.559906959533691 698 2012
3 Male 2 0.148752804270771 0.559906959533691 698 2013
1 Male 3to5 0.148752804270771 0.559906959533691 698 2014
3 Male 3to5 0.148752804270771 0.559906959533691 698 2015
1 Male 1 0 0.7631676197052 735 2012
6 Male 2 0 0.7631676197052 735 2013
5 Male 3to5 0 0.7631676197052 735 2014
3 Male 3to5 0 0.7631676197052 735 2015
3 Male 1 0.137505148886703 0.619916081428528 769 2012
0 Male 1 0.137505148886703 0.619916081428528 771 2012
7 Male 2 0.137505148886703 0.619916081428528 771 2013
1 Male 1 0.101958008934162 0.6141197681427 727 2012
1 Male 1 0.129488928449064 0.571770668029785 734 2012
1 Male 2 0.129488928449064 0.571770668029785 734 2013
0 Male 1 0.112153572172247 0.565363168716431 751 2013
1 Male 1 0.142688085397822 0.576881885528564 711 2013
2 Male 1 0.0825934675922326 0.571430206298828 776 2013
0 Male 1 0.308628649137972 0.60060453414917 754 2013
0 Male 1 0.086494202132144 0.631536364555359 777 2013
3 Male 2 0.086494202132144 0.631536364555359 777 2014
0 Male 1 0 0.792401790618896 712 2013
2 Male 1 0.114241530998697 0.55694317817688 750 2013
0 Male 1 0.0259108410682529 0.651979207992554 753 2013
0 Male 1 0.0260621042089042 0.766698122024536 752 2013
13 Male 2 0.0260621042089042 0.766698122024536 752 2014
0 Male 1 0.039813040260924 0.703000068664551 779 2013
0 Male 2 0.039813040260924 0.703000068664551 779 2014
0 Male 3to5 0.039813040260924 0.703000068664551 779 2015
0 Male 1 0.111287746589369 0.591432094573975 778 2013
