ARS sex ageCat f_coeff immGG id year
7 Female 3to5 0.100333418937225 0.552460432052612 747 2014
2 Female 3to5 0.100333418937225 0.552460432052612 747 2015
0 Female 1 0.308628649137972 0.60060453414917 749 2012
3 Female 1 0.0259108410682529 0.651979207992554 742 2012
5 Female 1 0.0259108410682529 0.651979207992554 740 2012
4 Female 1 0.0826197068672627 0.568960189819336 670 2012
3 Female 1 0.148752804270771 0.559906959533691 704 2012
6 Female 1 0.0408054559957236 0.680322170257568 702 2012
6 Female 2 0.0408054559957236 0.680322170257568 702 2013
4 Female 1 0.0326016370672733 0.689855098724365 703 2012
3 Female 1 0.0927223639155272 0.578585624694824 669 2012
7 Female 2 0.0927223639155272 0.578585624694824 669 2013
5 Female 3to5 0.0927223639155272 0.578585624694824 669 2014
5 Female 1 0.129488928449064 0.571770668029785 744 2012
6 Female 2 0.129488928449064 0.571770668029785 744 2013
3 Female 1 0.0713507838954683 0.674565196037292 781 2013
6 Female 2 0.0713507838954683 0.674565196037292 781 2014
3 Female 1 0.0260621042089042 0.766698122024536 756 2013
6 Female 1 0.115768195030796 0.565709471702576 780 2013
3 Female 2 0.115768195030796 0.565709471702576 780 2014
3 Female 1 0.0825934675922326 0.571430206298828 784 2013
6 Female 1 0 0.792401790618896 714 2013
2 Female 1 0.0259108410682529 0.651979207992554 760 2013
2 Female 1 0.0259108410682529 0.651979207992554 758 2013
7 Female 2 0.0259108410682529 0.651979207992554 758 2014
11 Female 3to5 0.0259108410682529 0.651979207992554 758 2015
3 Female 1 0.142688085397822 0.576881885528564 713 2013
8 Female 2 0.142688085397822 0.576881885528564 713 2014
11 Female 3to5 0.142688085397822 0.576881885528564 713 2015
1 Male 1 0.03125 0.375 109 1994
0 Male 1 0.0107421875 0.4677734375 242 1994
5 Male 2 0.0107421875 0.4677734375 242 1995
8 Male 3to5 0.0107421875 0.4677734375 242 1996
0 Male 3to5 0.0107421875 0.4677734375 242 1997
3 Male 3to5 0.0107421875 0.4677734375 242 1998
0 Male 1 0.036407470703125 0.576171875 212 1994
0 Male 2 0.036407470703125 0.576171875 212 1995
0 Male 1 0.036407470703125 0.576171875 214 1994
2 Male 1 0.0807380676269531 0.28515625 364 1996
0 Male 1 0.0807380676269531 0.28515625 368 1996
0 Male 2 0.0807380676269531 0.28515625 368 1997
1 Male 3to5 0.0807380676269531 0.28515625 368 1998
4 Male 3to5 0.0807380676269531 0.28515625 368 1999
3 Male 3to5 0.0807380676269531 0.28515625 368 2000
0 Male 6plus 0.0807380676269531 0.28515625 368 2001
0 Male 6plus 0.0807380676269531 0.28515625 368 2002
0 Male 1 0.0550155639648438 0.4384765625 313 1996
2 Male 2 0.0550155639648438 0.4384765625 313 1997
1 Male 1 0.0712890625 0.4765625 155 1996
0 Male 1 0.056915283203125 0.373046875 329 1996
0 Male 1 0.044464111328125 0.412109375 217 1996
3 Male 2 0.044464111328125 0.412109375 217 1997
7 Male 3to5 0.044464111328125 0.412109375 217 1998
0 Male 3to5 0.044464111328125 0.412109375 217 1999
0 Male 1 0.044464111328125 0.412109375 216 1996
6 Male 2 0.044464111328125 0.412109375 216 1997
2 Male 3to5 0.044464111328125 0.412109375 216 1998
0 Male 1 0.0565395355224609 0.341064453125 376 1996
2 Male 1 0.0565395355224609 0.341064453125 362 1996
0 Male 1 0.0335235595703125 0.46826171875 324 1996
1 Male 1 0 0.51806640625 325 1996
0 Male 1 0.056640625 0.4453125 327 1996
0 Male 1 0.0802040100097656 0.549072265625 378 1996
0 Male 1 0.0718917846679688 0.4921875 273 1996
0 Male 1 0.0463676452636719 0.4140625 365 1996
3 Male 2 0.0463676452636719 0.4140625 365 1997
0 Male 3to5 0.0463676452636719 0.4140625 365 1998
0 Male 3to5 0.0463676452636719 0.4140625 365 1999
0 Male 3to5 0.0463676452636719 0.4140625 365 2000
0 Male 1 0.0214776992797852 0.480712890625 374 1996
0 Male 1 0.0214776992797852 0.480712890625 377 1996
0 Male 1 0.056915283203125 0.373046875 330 1996
2 Male 1 0.0646266937255859 0.450927734375 367 1996
3 Male 2 0.0646266937255859 0.450927734375 367 1997
1 Male 3to5 0.0646266937255859 0.450927734375 367 1998
0 Male 3to5 0.0646266937255859 0.450927734375 367 1999
1 Male 3to5 0.0646266937255859 0.450927734375 367 2000
1 Male 1 0.0983409881591797 0.353759765625 388 1997
3 Male 1 0.0906162261962891 0.374755859375 381 1997
0 Male 1 0.0446243286132812 0.54345703125 349 1997
2 Male 1 0.0228004455566406 0.51806640625 332 1997
7 Male 2 0.0228004455566406 0.51806640625 332 1998
4 Male 3to5 0.0228004455566406 0.51806640625 332 1999
5 Male 3to5 0.0228004455566406 0.51806640625 332 2000
2 Male 3to5 0.0228004455566406 0.51806640625 332 2001
0 Male 1 0.151985168457031 0.39453125 382 1997
1 Male 2 0.151985168457031 0.39453125 382 1998
0 Male 3to5 0.151985168457031 0.39453125 382 1999
0 Male 1 0.0801362991333008 0.3687744140625 420 1997
7 Male 2 0.0801362991333008 0.3687744140625 420 1998
3 Male 3to5 0.0801362991333008 0.3687744140625 420 1999
3 Male 3to5 0.0801362991333008 0.3687744140625 420 2000
6 Male 3to5 0.0801362991333008 0.3687744140625 420 2001
4 Male 6plus 0.0801362991333008 0.3687744140625 420 2002
3 Male 1 0.0341529846191406 0.55029296875 334 1997
0 Male 1 0.03564453125 0.52880859375 348 1997
0 Male 2 0.03564453125 0.52880859375 348 1998
0 Male 1 0.0980720520019531 0.312255859375 425 1997
1 Male 1 0.0386123657226562 0.3505859375 275 1997
0 Male 1 0.0440864562988281 0.43212890625 339 1997
0 Male 2 0.0440864562988281 0.43212890625 339 1998
4 Male 3to5 0.0440864562988281 0.43212890625 339 1999
0 Male 3to5 0.0440864562988281 0.43212890625 339 2000
0 Male 3to5 0.0440864562988281 0.43212890625 339 2001
2 Male 1 0.0722036361694336 0.3216552734375 418 1997
5 Male 1 0.0239830017089844 0.44189453125 335 1997
2 Male 2 0.0239830017089844 0.44189453125 335 1998
0 Male 3to5 0.0239830017089844 0.44189453125 335 1999
0 Male 3to5 0.0239830017089844 0.44189453125 335 2000
4 Male 3to5 0.0239830017089844 0.44189453125 335 2001
5 Male 6plus 0.0239830017089844 0.44189453125 335 2002
13 Male 6plus 0.0239830017089844 0.44189453125 335 2003
3 Male 6plus 0.0239830017089844 0.44189453125 335 2004
1 Male 6plus 0.0239830017089844 0.44189453125 335 2005
0 Male 1 0.0476245880126953 0.47802734375 379 1997
5 Male 1 0.0600414276123047 0.546630859375 380 1997
0 Male 1 0.193277359008789 0.252685546875 387 1997
0 Male 1 0.0729856491088867 0.387451171875 424 1997
1 Male 1 0 0.51806640625 338 1997
4 Male 2 0 0.51806640625 338 1998
0 Male 1 0.0983409881591797 0.353759765625 384 1997
0 Male 2 0.0983409881591797 0.353759765625 384 1998
0 Male 3to5 0.0983409881591797 0.353759765625 384 1999
2 Male 3to5 0.0983409881591797 0.353759765625 384 2000
0 Male 3to5 0.0983409881591797 0.353759765625 384 2001
3 Male 6plus 0.0983409881591797 0.353759765625 384 2002
0 Male 1 0 0.665771484375 383 1997
6 Male 2 0 0.665771484375 383 1998
2 Male 1 0.0946216583251953 0.4132080078125 419 1997
6 Male 2 0.0946216583251953 0.4132080078125 419 1998
0 Male 1 0.0808143615722656 0.33837890625 337 1997
3 Male 2 0.0808143615722656 0.33837890625 337 1998
2 Male 3to5 0.0808143615722656 0.33837890625 337 1999
0 Male 3to5 0.0808143615722656 0.33837890625 337 2000
3 Male 1 0.0511970520019531 0.41748046875 336 1997
5 Male 2 0.0511970520019531 0.41748046875 336 1998
0 Male 3to5 0.0511970520019531 0.41748046875 336 1999
5 Male 3to5 0.0511970520019531 0.41748046875 336 2000
1 Male 3to5 0.0511970520019531 0.41748046875 336 2001
1 Male 6plus 0.0511970520019531 0.41748046875 336 2002
5 Male 1 0.0980720520019531 0.312255859375 416 1997
2 Male 2 0.0980720520019531 0.312255859375 416 1998
1 Male 3to5 0.0980720520019531 0.312255859375 416 1999
0 Male 3to5 0.0980720520019531 0.312255859375 416 2000
5 Male 3to5 0.0980720520019531 0.312255859375 416 2001
0 Male 6plus 0.0980720520019531 0.312255859375 416 2002
2 Male 6plus 0.0980720520019531 0.312255859375 416 2003
0 Male 1 0.0579414367675781 0.32080078125 422 1997
0 Male 2 0.0579414367675781 0.32080078125 422 1998
0 Male 3to5 0.0579414367675781 0.32080078125 422 1999
4 Male 3to5 0.0579414367675781 0.32080078125 422 2000
6 Male 3to5 0.0579414367675781 0.32080078125 422 2001
6 Male 6plus 0.0579414367675781 0.32080078125 422 2002
3 Male 1 0.0239830017089844 0.44189453125 333 1997
0 Male 1 0.0652952194213867 0.47607421875 389 1997
7 Male 1 0.051666259765625 0.37841796875 417 1997
0 Male 2 0.051666259765625 0.37841796875 417 1998
0 Male 1 0.106369018554688 0.2841796875 350 1997
0 Male 1 0.0922765731811523 0.3585205078125 421 1997
1 Male 2 0.0922765731811523 0.3585205078125 421 1998
3 Male 3to5 0.0922765731811523 0.3585205078125 421 1999
5 Male 3to5 0.0922765731811523 0.3585205078125 421 2000
1 Male 1 0 0.688232421875 390 1998
1 Male 2 0 0.688232421875 390 1999
2 Male 3to5 0 0.688232421875 390 2000
3 Male 3to5 0 0.688232421875 390 2001
5 Male 3to5 0 0.688232421875 390 2002
6 Male 6plus 0 0.688232421875 390 2003
2 Male 6plus 0 0.688232421875 390 2004
2 Male 1 0.0446243286132812 0.54345703125 351 1998
0 Male 2 0.0446243286132812 0.54345703125 351 1999
1 Male 1 0.0906162261962891 0.374755859375 392 1998
6 Male 1 0.057708740234375 0.41796875 426 1998
5 Male 2 0.057708740234375 0.41796875 426 1999
6 Male 3to5 0.057708740234375 0.41796875 426 2000
2 Male 3to5 0.057708740234375 0.41796875 426 2001
6 Male 3to5 0.057708740234375 0.41796875 426 2002
0 Male 6plus 0.057708740234375 0.41796875 426 2003
1 Male 1 0.07391357421875 0.3330078125 391 1998
1 Male 1 0.071044921875 0.447998046875 393 1998
0 Male 1 0.0485014915466309 0.36669921875 433 1998
0 Male 2 0.0485014915466309 0.36669921875 433 1999
0 Male 1 0.0485014915466309 0.36669921875 434 1998
0 Male 1 0.0768671035766602 0.317138671875 401 1998
1 Male 1 0.0690555572509766 0.3521728515625 428 1998
3 Male 1 0.0476245880126953 0.47802734375 395 1998
2 Male 1 0.0476245880126953 0.47802734375 394 1998
3 Male 2 0.0476245880126953 0.47802734375 394 1999
2 Male 3to5 0.0476245880126953 0.47802734375 394 2000
3 Male 1 0.111124038696289 0.349609375 427 1998
1 Male 1 0.0730819702148438 0.3388671875 352 1998
2 Male 2 0.0730819702148438 0.3388671875 352 1999
0 Male 1 0.0286786556243896 0.4359130859375 432 1998
0 Male 1 0.0768671035766602 0.317138671875 402 1998
0 Male 1 0.0768671035766602 0.317138671875 403 1998
0 Male 2 0.0768671035766602 0.317138671875 403 1999
3 Male 3to5 0.0768671035766602 0.317138671875 403 2000
0 Male 1 0.0335235595703125 0.46826171875 356 1998
0 Male 1 0.0615501403808594 0.309326171875 431 1998
0 Male 1 0.07391357421875 0.3330078125 396 1998
1 Male 2 0.07391357421875 0.3330078125 396 1999
0 Male 1 0.0204010009765625 0.5830078125 278 1998
0 Male 2 0.0204010009765625 0.5830078125 278 1999
0 Male 3to5 0.0204010009765625 0.5830078125 278 2000
0 Male 1 0.0368049144744873 0.4908447265625 486 1999
0 Male 2 0.0368049144744873 0.4908447265625 486 2000
0 Male 1 0.07391357421875 0.3330078125 405 1999
1 Male 2 0.07391357421875 0.3330078125 405 2000
4 Male 3to5 0.07391357421875 0.3330078125 405 2001
1 Male 3to5 0.07391357421875 0.3330078125 405 2002
6 Male 3to5 0.07391357421875 0.3330078125 405 2003
0 Male 1 0.07391357421875 0.3330078125 404 1999
0 Male 2 0.07391357421875 0.3330078125 404 2000
0 Male 1 0.0818996429443359 0.440185546875 406 1999
0 Male 2 0.0818996429443359 0.440185546875 406 2000
0 Male 3to5 0.0818996429443359 0.440185546875 406 2001
0 Male 3to5 0.0818996429443359 0.440185546875 406 2002
5 Male 3to5 0.0818996429443359 0.440185546875 406 2003
2 Male 6plus 0.0818996429443359 0.440185546875 406 2004
0 Male 6plus 0.0818996429443359 0.440185546875 406 2005
0 Male 1 0.110115051269531 0.45947265625 437 1999
0 Male 2 0.110115051269531 0.45947265625 437 2000
0 Male 3to5 0.110115051269531 0.45947265625 437 2001
3 Male 3to5 0.110115051269531 0.45947265625 437 2002
3 Male 3to5 0.110115051269531 0.45947265625 437 2003
0 Male 1 0.105484008789062 0.44775390625 485 1999
0 Male 2 0.105484008789062 0.44775390625 485 2000
0 Male 1 0.0722370147705078 0.455078125 436 1999
3 Male 2 0.0722370147705078 0.455078125 436 2000
3 Male 3to5 0.0722370147705078 0.455078125 436 2001
0 Male 3to5 0.0722370147705078 0.455078125 436 2002
0 Male 1 0.0593023300170898 0.4736328125 438 1999
2 Male 2 0.0593023300170898 0.4736328125 438 2000
0 Male 3to5 0.0593023300170898 0.4736328125 438 2001
8 Male 3to5 0.0593023300170898 0.4736328125 438 2002
0 Male 1 0.0419259071350098 0.4898681640625 435 1999
1 Male 2 0.0419259071350098 0.4898681640625 435 2000
4 Male 3to5 0.0419259071350098 0.4898681640625 435 2001
9 Male 3to5 0.0419259071350098 0.4898681640625 435 2002
6 Male 3to5 0.0419259071350098 0.4898681640625 435 2003
0 Male 1 0.12518310546875 0.490966796875 409 1999
0 Male 1 0 0.70660400390625 459 1999
1 Male 2 0 0.70660400390625 459 2000
0 Male 3to5 0 0.70660400390625 459 2001
2 Male 3to5 0 0.70660400390625 459 2002
13 Male 3to5 0 0.70660400390625 459 2003
4 Male 6plus 0 0.70660400390625 459 2004
8 Male 6plus 0 0.70660400390625 459 2005
9 Male 6plus 0 0.70660400390625 459 2006
0 Male 1 0.0737543106079102 0.403564453125 411 2000
5 Male 2 0.0737543106079102 0.403564453125 411 2001
4 Male 3to5 0.0737543106079102 0.403564453125 411 2002
8 Male 3to5 0.0737543106079102 0.403564453125 411 2003
4 Male 3to5 0.0737543106079102 0.403564453125 411 2004
0 Male 6plus 0.0737543106079102 0.403564453125 411 2005
12 Male 6plus 0.0737543106079102 0.403564453125 411 2006
2 Male 1 0.0633082389831543 0.4593505859375 441 2000
0 Male 2 0.0633082389831543 0.4593505859375 441 2001
7 Male 3to5 0.0633082389831543 0.4593505859375 441 2002
4 Male 3to5 0.0633082389831543 0.4593505859375 441 2003
4 Male 3to5 0.0633082389831543 0.4593505859375 441 2004
6 Male 6plus 0.0633082389831543 0.4593505859375 441 2005
1 Male 1 0 0.716064453125 410 2000
0 Male 1 0.0593023300170898 0.4736328125 440 2000
1 Male 2 0.0593023300170898 0.4736328125 440 2001
0 Male 1 0.100512504577637 0.303955078125 460 2000
1 Male 2 0.100512504577637 0.303955078125 460 2001
7 Male 3to5 0.100512504577637 0.303955078125 460 2002
0 Male 1 0.105484008789062 0.44775390625 488 2000
0 Male 2 0.105484008789062 0.44775390625 488 2001
3 Male 3to5 0.105484008789062 0.44775390625 488 2002
6 Male 1 0 0.71923828125 413 2001
2 Male 2 0 0.71923828125 413 2002
0 Male 1 0.0359458923339844 0.60009765625 283 1994
4 Male 2 0.0359458923339844 0.60009765625 283 1995
3 Male 3to5 0.0359458923339844 0.60009765625 283 1996
11 Male 3to5 0.0359458923339844 0.60009765625 283 1997
0 Male 1 0.0608711242675781 0.44677734375 301 1995
0 Male 2 0.0608711242675781 0.44677734375 301 1996
4 Male 3to5 0.0608711242675781 0.44677734375 301 1997
0 Male 1 0.044464111328125 0.412109375 215 1995
0 Male 2 0.044464111328125 0.412109375 215 1996
2 Male 3to5 0.044464111328125 0.412109375 215 1997
4 Male 3to5 0.044464111328125 0.412109375 215 1998
5 Male 1 0.03564453125 0.52880859375 295 1995
4 Male 2 0.03564453125 0.52880859375 295 1996
7 Male 3to5 0.03564453125 0.52880859375 295 1997
0 Male 1 0.0511970520019531 0.41748046875 306 1995
5 Male 1 0.0239200592041016 0.580078125 296 1995
7 Male 2 0.0239200592041016 0.580078125 296 1996
6 Male 3to5 0.0239200592041016 0.580078125 296 1997
4 Male 3to5 0.0239200592041016 0.580078125 296 1998
3 Male 3to5 0.0239200592041016 0.580078125 296 1999
0 Male 6plus 0.0239200592041016 0.580078125 296 2000
4 Male 6plus 0.0239200592041016 0.580078125 296 2001
4 Male 1 0.056915283203125 0.373046875 297 1995
10 Male 2 0.056915283203125 0.373046875 297 1996
2 Male 1 0.056915283203125 0.373046875 298 1995
3 Male 2 0.056915283203125 0.373046875 298 1996
10 Male 3to5 0.056915283203125 0.373046875 298 1997
9 Male 3to5 0.056915283203125 0.373046875 298 1998
2 Male 1 0.0696029663085938 0.2998046875 261 1995
3 Male 2 0.0696029663085938 0.2998046875 261 1996
0 Male 3to5 0.0696029663085938 0.2998046875 261 1997
2 Male 1 0.0308990478515625 0.3916015625 259 1995
5 Male 2 0.0308990478515625 0.3916015625 259 1996
1 Male 1 0.0597381591796875 0.33154296875 305 1995
0 Male 2 0.0597381591796875 0.33154296875 305 1996
0 Male 1 0.0597381591796875 0.33154296875 308 1995
0 Male 2 0.0597381591796875 0.33154296875 308 1996
0 Male 1 0.0539093017578125 0.38525390625 307 1995
0 Male 1 0.247695922851562 0.22216796875 309 1995
0 Male 1 0.0437221527099609 0.410400390625 358 1995
6 Male 2 0.0437221527099609 0.410400390625 358 1996
0 Male 1 0.0667877197265625 0.29150390625 359 1995
0 Male 2 0.0667877197265625 0.29150390625 359 1996
5 Male 3to5 0.0667877197265625 0.29150390625 359 1997
5 Male 3to5 0.0667877197265625 0.29150390625 359 1998
0 Male 1 0.0931816101074219 0.57958984375 300 1995
4 Male 2 0.0931816101074219 0.57958984375 300 1996
4 Male 3to5 0.0931816101074219 0.57958984375 300 1997
3 Male 1 0.0341796875 0.56640625 153 1995
2 Male 2 0.0341796875 0.56640625 153 1996
0 Male 3to5 0.0341796875 0.56640625 153 1997
0 Male 1 0.102287292480469 0.46826171875 310 1995
0 Male 2 0.102287292480469 0.46826171875 310 1996
2 Male 1 0.0892486572265625 0.36279296875 299 1995
0 Male 1 0.0341796875 0.56640625 154 1995
0 Male 1 0.048858642578125 0.3271484375 266 1995
3 Male 1 0.0653152465820312 0.3720703125 260 1995
1 Male 2 0.0653152465820312 0.3720703125 260 1996
4 Male 3to5 0.0653152465820312 0.3720703125 260 1997
0 Male 3to5 0.0653152465820312 0.3720703125 260 1998
5 Male 1 0.123386383056641 0.37451171875 311 1996
1 Male 2 0.123386383056641 0.37451171875 311 1997
6 Male 3to5 0.123386383056641 0.37451171875 311 1998
0 Male 3to5 0.123386383056641 0.37451171875 311 1999
0 Male 3to5 0.123386383056641 0.37451171875 311 2000
0 Male 1 0.0983409881591797 0.353759765625 375 1996
0 Male 1 0.0983409881591797 0.353759765625 366 1996
3 Male 2 0.0983409881591797 0.353759765625 366 1997
0 Male 1 0.0519485473632812 0.375 326 1996
0 Male 1 0.0519485473632812 0.375 328 1996
0 Male 1 0.0359458923339844 0.60009765625 323 1996
0 Male 1 0.0608711242675781 0.44677734375 312 1996
0 Male 2 0.0608711242675781 0.44677734375 312 1997
0 Male 1 0.0204010009765625 0.5830078125 274 1996
3 Male 1 0.0863990783691406 0.28271484375 363 1996
0 Male 1 0.070556640625 0.59619140625 331 1996
0 Male 1 0.048858642578125 0.3271484375 267 1996
10 Male 2 0.048858642578125 0.3271484375 267 1997
5 Male 3to5 0.048858642578125 0.3271484375 267 1998
2 Male 1 0.0737133026123047 0.2587890625 373 1996
0 Male 1 0.0233306884765625 0.5009765625 237 1994
2 Male 2 0.0233306884765625 0.5009765625 237 1995
0 Male 3to5 0.0233306884765625 0.5009765625 237 1996
6 Male 3to5 0.0233306884765625 0.5009765625 237 1997
0 Male 1 0.0233306884765625 0.5009765625 255 1994
3 Male 1 0.0460052490234375 0.4111328125 280 1994
6 Male 2 0.0460052490234375 0.4111328125 280 1995
5 Male 3to5 0.0460052490234375 0.4111328125 280 1996
0 Male 3to5 0.0460052490234375 0.4111328125 280 1997
2 Male 1 0.127349853515625 0.2451171875 281 1994
9 Male 2 0.127349853515625 0.2451171875 281 1995
5 Male 3to5 0.127349853515625 0.2451171875 281 1996
3 Male 3to5 0.127349853515625 0.2451171875 281 1997
2 Male 3to5 0.127349853515625 0.2451171875 281 1998
2 Male 6plus 0.127349853515625 0.2451171875 281 1999
0 Male 6plus 0.127349853515625 0.2451171875 281 2000
0 Male 6plus 0.127349853515625 0.2451171875 281 2001
1 Male 6plus 0.127349853515625 0.2451171875 281 2002
0 Male 1 0.08282470703125 0.3779296875 293 1994
2 Male 1 0.107315063476562 0.25 357 1994
0 Male 2 0.107315063476562 0.25 357 1995
0 Male 1 0.0864410400390625 0.28662109375 282 1994
3 Male 2 0.0864410400390625 0.28662109375 282 1995
2 Male 3to5 0.0864410400390625 0.28662109375 282 1996
0 Male 3to5 0.0864410400390625 0.28662109375 282 1997
0 Male 1 0.0211639404296875 0.498046875 254 1994
0 Male 1 0.122451782226562 0.32275390625 294 1994
0 Male 2 0.122451782226562 0.32275390625 294 1995
1 Male 1 0 0.7080078125 240 1994
6 Male 2 0 0.7080078125 240 1995
3 Male 3to5 0 0.7080078125 240 1996
5 Male 3to5 0 0.7080078125 240 1997
3 Male 1 0.0211639404296875 0.498046875 239 1994
4 Male 2 0.0211639404296875 0.498046875 239 1995
0 Male 3to5 0.0211639404296875 0.498046875 239 1996
0 Male 1 0.0186843872070312 0.68505859375 284 1994
4 Male 2 0.0186843872070312 0.68505859375 284 1995
8 Male 3to5 0.0186843872070312 0.68505859375 284 1996
0 Male 1 0.12493896484375 0.2548828125 258 1994
3 Male 1 0.0568084716796875 0.3662109375 238 1994
1 Male 1 0.0963134765625 0.46875 164 1994
0 Male 1 0.048858642578125 0.3271484375 257 1994
0 Male 1 0.0233306884765625 0.5009765625 241 1994
3 Male 2 0.0233306884765625 0.5009765625 241 1995
5 Male 3to5 0.0233306884765625 0.5009765625 241 1996
2 Male 3to5 0.0233306884765625 0.5009765625 241 1997
0 Male 1 0.0233306884765625 0.5009765625 256 1994
0 Male 1 0.0633082389831543 0.4593505859375 444 2001
4 Male 2 0.0633082389831543 0.4593505859375 444 2002
0 Male 1 0.0846147537231445 0.434234619140625 490 2001
1 Male 2 0.0846147537231445 0.434234619140625 490 2002
1 Male 3to5 0.0846147537231445 0.434234619140625 490 2003
2 Male 3to5 0.0846147537231445 0.434234619140625 490 2004
5 Male 3to5 0.0846147537231445 0.434234619140625 490 2005
0 Male 1 0 0.708740234375 414 2001
0 Male 2 0 0.708740234375 414 2002
2 Male 3to5 0 0.708740234375 414 2003
10 Male 3to5 0 0.708740234375 414 2004
1 Male 3to5 0 0.708740234375 414 2005
3 Male 6plus 0 0.708740234375 414 2006
0 Male 1 0.0419259071350098 0.4898681640625 443 2001
6 Male 2 0.0419259071350098 0.4898681640625 443 2002
11 Male 3to5 0.0419259071350098 0.4898681640625 443 2003
4 Male 1 0.0804681777954102 0.42352294921875 464 2002
6 Male 1 0.0419259071350098 0.4898681640625 446 2002
7 Male 2 0.0419259071350098 0.4898681640625 446 2003
3 Male 1 0.0419259071350098 0.4898681640625 448 2002
5 Male 1 0 0.73431396484375 483 2006
17 Male 2 0 0.73431396484375 483 2007
8 Male 3to5 0 0.73431396484375 483 2008
7 Male 3to5 0 0.73431396484375 483 2009
18 Male 3to5 0 0.73431396484375 483 2010
10 Male 6plus 0 0.73431396484375 483 2011
4 Male 6plus 0 0.73431396484375 483 2012
5 Male 1 0 0.73431396484375 484 2006
11 Male 1 0.0651671886444092 0.520858764648438 566 2006
21 Male 2 0.0651671886444092 0.520858764648438 566 2007
4 Male 3to5 0.0651671886444092 0.520858764648438 566 2008
1 Male 3to5 0.0651671886444092 0.520858764648438 566 2009
3 Male 3to5 0.0651671886444092 0.520858764648438 566 2010
0 Male 6plus 0.0651671886444092 0.520858764648438 566 2011
0 Male 1 0.0600136518478394 0.4326171875 525 2002
4 Male 2 0.0600136518478394 0.4326171875 525 2003
4 Male 1 0.0335774421691895 0.58056640625 453 2003
2 Male 2 0.0335774421691895 0.58056640625 453 2004
1 Male 1 0 0.689208984375 497 2003
14 Male 2 0 0.689208984375 497 2004
12 Male 3to5 0 0.689208984375 497 2005
4 Male 1 0 0.689208984375 500 2003
7 Male 2 0 0.689208984375 500 2004
6 Male 3to5 0 0.689208984375 500 2005
0 Male 1 0.0864404439926147 0.48175048828125 474 2003
2 Male 2 0.0864404439926147 0.48175048828125 474 2004
6 Male 3to5 0.0864404439926147 0.48175048828125 474 2005
2 Male 1 0.0621376037597656 0.44903564453125 476 2003
3 Male 1 0.047682523727417 0.4686279296875 447 2002
0 Male 2 0.047682523727417 0.4686279296875 447 2003
8 Male 3to5 0.047682523727417 0.4686279296875 447 2004
16 Male 3to5 0.047682523727417 0.4686279296875 447 2005
0 Male 1 0.256876945495605 0.71923828125 449 2002
0 Male 2 0.256876945495605 0.71923828125 449 2003
0 Male 3to5 0.256876945495605 0.71923828125 449 2004
0 Male 3to5 0.256876945495605 0.71923828125 449 2005
0 Male 3to5 0.256876945495605 0.71923828125 449 2006
0 Male 1 0.0826640725135803 0.451416015625 524 2002
0 Male 1 0.106948137283325 0.33056640625 492 2002
3 Male 2 0.106948137283325 0.33056640625 492 2003
5 Male 3to5 0.106948137283325 0.33056640625 492 2004
3 Male 3to5 0.106948137283325 0.33056640625 492 2005
2 Male 3to5 0.106948137283325 0.33056640625 492 2006
6 Male 1 0.0335774421691895 0.58056640625 452 2003
8 Male 2 0.0335774421691895 0.58056640625 452 2004
15 Male 3to5 0.0335774421691895 0.58056640625 452 2005
8 Male 3to5 0.0335774421691895 0.58056640625 452 2006
1 Male 1 0.0392484664916992 0.55987548828125 502 2003
0 Male 2 0.0392484664916992 0.55987548828125 502 2004
11 Male 3to5 0.0392484664916992 0.55987548828125 502 2005
4 Male 1 0.0392484664916992 0.55987548828125 501 2003
0 Male 2 0.0392484664916992 0.55987548828125 501 2004
6 Male 1 0.0864404439926147 0.48175048828125 475 2003
11 Male 1 0.0386239290237427 0.57513427734375 498 2003
3 Male 2 0.0386239290237427 0.57513427734375 498 2004
2 Male 3to5 0.0386239290237427 0.57513427734375 498 2005
5 Male 1 0.0670806169509888 0.474884033203125 499 2003
3 Male 2 0.0670806169509888 0.474884033203125 499 2004
5 Male 3to5 0.0670806169509888 0.474884033203125 499 2005
3 Male 3to5 0.0670806169509888 0.474884033203125 499 2006
0 Male 1 0.0542196035385132 0.49041748046875 473 2003
3 Male 2 0.0542196035385132 0.49041748046875 473 2004
4 Male 3to5 0.0542196035385132 0.49041748046875 473 2005
7 Male 3to5 0.0542196035385132 0.49041748046875 473 2006
3 Male 1 0.0766803622245789 0.474746704101562 530 2004
9 Male 2 0.0766803622245789 0.474746704101562 530 2005
15 Male 3to5 0.0766803622245789 0.474746704101562 530 2006
0 Male 1 0.0450029373168945 0.5511474609375 507 2004
0 Male 1 0.0514075756072998 0.44482421875 532 2004
9 Male 2 0.0514075756072998 0.44482421875 532 2005
0 Male 1 0.0514075756072998 0.44482421875 529 2004
3 Male 1 0.0584049671888351 0.553825378417969 556 2004
6 Male 2 0.0584049671888351 0.553825378417969 556 2005
0 Male 1 0.0372401624917984 0.589813232421875 531 2004
8 Male 2 0.0372401624917984 0.589813232421875 531 2005
0 Male 1 0.0834315866231918 0.47064208984375 558 2004
1 Male 2 0.0834315866231918 0.47064208984375 558 2005
0 Male 1 0.125 0.779937744140625 533 2004
0 Male 1 0.0580056756734848 0.50494384765625 557 2004
0 Male 2 0.0580056756734848 0.50494384765625 557 2005
2 Male 1 0.0350514501333237 0.599395751953125 539 2005
