femLRS maleLRS jSurv sex f_coeff immGG DFEs id cohort socdam socsire brood pair
NA NA 0 Male 0.0980720520019531 0.312255859375 1.34294925055768 1274 1998 859 601 607 178
NA NA 0 Male 0.0980720520019531 0.312255859375 1.34294925055768 1285 1998 859 601 607 178
NA NA 0 Female 0.0980720520019531 0.312255859375 1.34294925055768 1295 1998 859 601 607 178
NA NA 0 Female 0.0840167999267578 0.355712890625 1.67345257351631 1124 1998 607 697 608 343
NA NA 0 Male 0.0840167999267578 0.355712890625 1.67345257351631 1142 1998 607 697 608 343
NA NA 0 Female 0.0549507141113281 0.6865234375 1.7973913196258 1128 1998 163 528 609 290
NA NA 0 Male 0.0549507141113281 0.6865234375 1.7973913196258 1144 1998 163 528 609 290
NA NA 0 Female 0.0549507141113281 0.6865234375 1.7973913196258 1155 1998 163 528 609 290
NA NA 0 Female 0.101958274841309 0.467041015625 2.0865817272146 1386 1998 1026 1235 610 329
NA NA 0 Female 0.101958274841309 0.467041015625 2.0865817272146 1394 1998 1026 1235 610 329
NA NA 0 Male 0.101958274841309 0.467041015625 2.0865817272146 1401 1998 1026 1235 610 329
NA NA 0 Male 0.0721855163574219 0.40966796875 1.96264298110511 1134 1998 702 1021 611 37
NA NA 0 Male 0.0721855163574219 0.40966796875 1.96264298110511 1149 1998 702 1021 611 37
NA NA 0 Male 0.0711326599121094 0.36181640625 -0.268254448865622 1307 1999 752 750 612 201
NA NA 0 Male 0.0711326599121094 0.36181640625 -0.268254448865622 1310 1999 752 750 612 201
NA NA 0 Male 0.0711326599121094 0.36181640625 -0.268254448865622 1312 1999 752 750 612 201
NA NA 0 Female 0.0737543106079102 0.403564453125 -0.598757771824249 1172 1999 753 751 288 203
NA NA 0 Male 0.105484008789062 0.44775390625 -0.185628618125965 1537 1999 1366 692 613 40
NA NA 0 Male 0.0971879959106445 0.354736328125 -0.185628618125965 1412 1999 823 1017 614 75
NA NA 0 Male 0.0971879959106445 0.354736328125 -0.185628618125965 1414 1999 823 1017 614 75
NA NA 0 Male 0.0971879959106445 0.354736328125 -0.185628618125965 1417 1999 823 1017 614 75
NA NA 0 Female 0.077126145362854 0.33221435546875 0.144874704832662 1411 1999 1204 1201 615 205
NA NA 0 Female 0.0819287300109863 0.40667724609375 0.475378027791289 1410 1999 1024 697 616 344
NA NA 0 Male 0.0666966438293457 0.3914794921875 0.475378027791289 1309 1999 1024 697 616 344
NA NA 0 Female 0.0666966438293457 0.3914794921875 0.475378027791289 1311 1999 1024 697 616 344
NA NA 0 Female 0 0.716064453125 0.516690943161117 1174 1999 43 699 289 204
NA NA 0 Female 0 0.716064453125 0.516690943161117 1176 1999 43 699 289 204
NA NA 0 Male 0 0.716064453125 0.516690943161117 1177 1999 43 699 289 204
NA NA 0 Female 0.114452362060547 0.357177734375 0.640629689270602 1173 1999 705 468 43 36
NA NA 0 Male 0.0593023300170898 0.4736328125 0.640629689270602 1313 1999 705 468 43 36
NA NA 0 Female 0.0549507141113281 0.6865234375 1.13638467370854 1170 1999 163 528 617 290
NA NA 0 Female 0.077126145362854 0.33221435546875 1.34294925055768 1413 1999 1204 1201 290 205
NA NA 0 Male 0.0711326599121094 0.36181640625 1.42557508129734 1308 1999 752 855 618 345
NA NA 0 Female 0.0419259071350098 0.4898681640625 1.42557508129734 1306 1999 823 852 619 332
NA NA 0 Male 0.0971879959106445 0.354736328125 1.42557508129734 1415 1999 823 852 619 332
NA NA 0 Male 0.0971879959106445 0.354736328125 1.42557508129734 1418 1999 823 852 619 332
NA NA 0 Female 0.0740036964416504 0.41339111328125 1.46688799666717 1416 1999 753 1202 44 39
NA NA 0 Female 0.0740036964416504 0.41339111328125 1.46688799666717 1419 1999 753 1202 44 39
NA NA 0 Female 0.105484008789062 0.44775390625 1.88001715036545 1538 1999 1366 692 45 40
NA NA 0 Female 0.0549507141113281 0.6865234375 2.41708505017322 1171 1999 163 528 620 290
NA NA 0 Male 0.0549507141113281 0.6865234375 2.41708505017322 1175 1999 163 528 620 290
NA NA 0 Male 0 0.71923828125 -1.5489548253303 1184 2000 752 1167 46 41
NA NA 0 Male 0.0711326599121094 0.36181640625 -1.5489548253303 1327 2000 752 1167 46 41
NA NA 0 Female 0.0785546898841858 0.35198974609375 -1.46632899459064 1424 2000 1305 40 621 346
NA NA 0 Female 0.0785546898841858 0.35198974609375 -1.46632899459064 1434 2000 1305 40 621 346
NA NA 0 Male 0.0785546898841858 0.35198974609375 -1.46632899459064 1441 2000 1305 40 621 346
NA NA 0 Male 0.112786531448364 0.35546875 -1.46632899459064 1319 2000 1169 934 622 347
NA NA 0 Male 0.0225982666015625 0.517578125 0.805881350749916 313 1993 236 228 48 43
NA NA 0 Male 0.0225982666015625 0.517578125 0.805881350749916 337 1993 236 228 48 43
NA NA 0 Male 0.0390548706054688 0.4794921875 0.888507181489573 342 1993 156 143 49 44
NA NA 0 Female 0.08282470703125 0.3779296875 0.929820096859401 490 1993 220 276 623 58
NA NA 0 Male 0.08282470703125 0.3779296875 0.929820096859401 504 1993 220 276 623 58
NA NA 0 Female 0.0957870483398438 0.2529296875 1.05375884296889 350 1993 162 229 50 45
NA NA 0 Male 0.0957870483398438 0.2529296875 1.05375884296889 366 1993 162 229 50 45
NA NA 0 Female 0.0957870483398438 0.2529296875 1.05375884296889 376 1993 162 229 50 45
NA NA 0 Male 0.0086517333984375 0.5341796875 1.17769758907837 498 1993 290 130 624 348
NA NA 0 Female 0.152156829833984 0.43701171875 1.17769758907837 512 1993 290 130 624 348
NA NA 0 Female 0.0086517333984375 0.5341796875 1.17769758907837 523 1993 290 130 624 348
NA NA 0 Female 0.0086517333984375 0.5341796875 1.17769758907837 526 1993 290 130 624 348
NA NA 0 Female 0.0548763275146484 0.40283203125 1.13638467370854 483 1993 193 274 51 46
NA NA 0 Male 0.0902481079101562 0.40380859375 1.26032341981803 486 1993 250 275 625 349
NA NA 0 Female 0.0902481079101562 0.40380859375 1.26032341981803 503 1993 250 275 625 349
NA NA 0 Male 0.0902481079101562 0.40380859375 1.26032341981803 517 1993 250 275 625 349
NA NA 0 Male 0 0.4716796875 1.2190105044482 324 1993 237 114 626 1
NA NA 0 Male 0 0.4716796875 1.2190105044482 345 1993 237 114 626 1
NA NA 0 Male 0 0.4716796875 1.2190105044482 362 1993 237 114 626 1
NA NA 0 Male 0 0.4716796875 1.2190105044482 373 1993 237 114 626 1
NA NA 0 Female 0.110946655273438 0.18603515625 1.26032341981803 488 1993 272 153 627 214
NA NA 0 Female 0.0663681030273438 0.2578125 1.30163633518786 318 1993 249 244 628 62
NA NA 0 Male 0.122451782226562 0.32275390625 1.508200912037 496 1993 289 138 629 60
NA NA 0 Female 0.122451782226562 0.32275390625 1.508200912037 510 1993 289 138 629 60
NA NA 0 Male 0.122451782226562 0.32275390625 1.508200912037 522 1993 289 138 629 60
NA NA 0 Female 0.0597381591796875 0.33154296875 1.71476548888614 507 1993 126 277 52 47
NA NA 0 Female 0.0597381591796875 0.33154296875 1.71476548888614 520 1993 126 277 52 47
NA NA 0 Female 0.263671875 0.171875 1.71476548888614 150 1993 126 277 52 47
NA NA 0 Female 0.0341796875 0.56640625 1.75607840425597 170 1993 103 134 630 212
NA NA 0 Female 0.0341796875 0.56640625 1.75607840425597 173 1993 103 134 630 212
NA NA 0 Female 0.12493896484375 0.2548828125 2.0865817272146 335 1993 253 113 53 48
NA NA 0 Male 0.12493896484375 0.2548828125 2.0865817272146 354 1993 253 113 53 48
NA NA 0 Female 0.0696029663085938 0.2998046875 2.12789464258442 332 1993 252 159 631 208
NA NA 0 Female 0.0341796875 0.56640625 2.29314630406374 167 1993 102 3580 632 350
NA NA 0 Male 0.0608711242675781 0.44677734375 -1.30107733311133 546 1994 286 161 292 206
NA NA 0 Male 0.0306777954101562 0.44873046875 -1.30107733311133 587 1994 286 161 292 206
NA NA 0 Male 0.0653152465820312 0.3720703125 -1.17713858700185 392 1994 251 158 633 216
NA NA 0 Male 0.0653152465820312 0.3720703125 -1.17713858700185 404 1994 251 158 633 216
NA NA 0 Male 0.0653152465820312 0.3720703125 -1.17713858700185 411 1994 251 158 633 216
NA NA 0 Male 0.0653152465820312 0.3720703125 -1.17713858700185 418 1994 251 158 633 216
NA NA 0 Male 0.0107421875 0.564453125 -1.09451275626219 395 1994 102 246 54 49
NA NA 0 Female 0.0107421875 0.564453125 -1.09451275626219 414 1994 102 246 54 49
NA NA 0 Male 0.0107421875 0.564453125 -1.09451275626219 420 1994 102 246 54 49
NA NA 0 Male 0.0663681030273438 0.2578125 -1.01188692552253 388 1994 249 244 634 62
NA NA 0 Male 0.0864410400390625 0.28662109375 -1.05319984089236 537 1994 283 152 635 66
NA NA 0 Male 0.0864410400390625 0.28662109375 -1.05319984089236 562 1994 283 152 635 66
NA NA 0 Male 0.149520874023438 0.26611328125 -1.05319984089236 582 1994 283 152 635 66
NA NA 0 Female 0.110946655273438 0.18603515625 -1.01188692552253 543 1994 272 153 636 214
NA NA 0 Male 0.0450973510742188 0.38134765625 -1.01188692552253 550 1994 305 131 637 351
NA NA 0 Female 0.0450973510742188 0.38134765625 -1.01188692552253 572 1994 305 131 637 351
NA NA 0 Female 0.0204010009765625 0.5830078125 -1.01188692552253 386 1994 147 243 55 7
NA NA 0 Male 0.0233306884765625 0.5009765625 -1.01188692552253 417 1994 147 243 55 7
NA NA 0 Female 0.0956039428710938 0.412109375 -0.970574010152704 824 1994 255 465 638 352
NA NA 0 Female 0.0956039428710938 0.412109375 -0.970574010152704 835 1994 255 465 638 352
NA NA 0 Male 0.0956039428710938 0.412109375 -0.970574010152704 845 1994 255 465 638 352
NA NA 0 Female 0.0227279663085938 0.472412109375 -1.05319984089236 834 1994 479 130 56 50
NA NA 0 Female 0.0227279663085938 0.472412109375 -1.05319984089236 848 1994 479 130 56 50
NA NA 0 Male 0.04180908203125 0.4365234375 -0.929261094782876 556 1994 290 113 639 217
NA NA 0 Male 0.0843658447265625 0.5419921875 -0.929261094782876 577 1994 290 113 639 217
NA NA 0 Female 0.04180908203125 0.4365234375 -0.929261094782876 594 1994 290 113 639 217
NA NA 0 Male 0.0843658447265625 0.5419921875 -0.929261094782876 600 1994 290 113 639 217
NA NA 0 Female 0.044464111328125 0.412109375 -0.929261094782876 260 1994 221 144 293 168
NA NA 0 Male 0.044464111328125 0.412109375 -0.929261094782876 262 1994 221 144 293 168
NA NA 0 Male 0.0908012390136719 0.326904296875 -0.929261094782876 827 1994 473 143 640 18
NA NA 0 Male 0.0908012390136719 0.326904296875 -0.929261094782876 837 1994 473 143 640 18
NA NA 0 Female 0.0908012390136719 0.326904296875 -0.929261094782876 847 1994 473 143 640 18
NA NA 0 Male 0.040802001953125 0.3759765625 -0.929261094782876 401 1994 127 224 57 51
NA NA 0 Female 0.064605712890625 0.36181640625 -0.846635264043219 581 1994 311 248 294 207
NA NA 0 Female 0.03564453125 0.52880859375 -0.846635264043219 597 1994 311 248 294 207
NA NA 0 Male 0.0519866943359375 0.3994140625 -0.722696517933734 539 1994 284 280 641 289
NA NA 0 Female 0.0511970520019531 0.41748046875 -0.805322348673391 541 1994 301 274 295 55
NA NA 0 Female 0.0239200592041016 0.580078125 -0.722696517933734 596 1994 292 271 58 52
NA NA 0 Male 0.110004425048828 0.25341796875 -0.640070687194077 555 1994 308 247 59 53
NA NA 0 Male 0.110004425048828 0.25341796875 -0.640070687194077 576 1994 308 247 59 53
NA NA 0 Female 0.110004425048828 0.25341796875 -0.640070687194077 593 1994 308 247 59 53
NA NA 0 Female 0.0696029663085938 0.2998046875 -0.598757771824249 397 1994 252 159 297 208
NA NA 0 Female 0.0696029663085938 0.2998046875 -0.598757771824249 407 1994 252 159 297 208
NA NA 0 Female 0.048858642578125 0.3271484375 -0.640070687194077 393 1994 241 219 642 215
NA NA 0 Female 0.048858642578125 0.3271484375 -0.640070687194077 405 1994 241 219 642 215
NA NA 0 Female 0.048858642578125 0.3271484375 -0.640070687194077 412 1994 241 219 642 215
NA NA 0 Male 0 0.4716796875 -0.681383602563906 391 1994 237 114 643 1
NA NA 0 Male 0 0.4716796875 -0.681383602563906 402 1994 237 114 643 1
NA NA 0 Male 0 0.4716796875 -0.681383602563906 410 1994 237 114 643 1
NA NA 0 Female 0.0554332733154297 0.376953125 -0.640070687194077 825 1994 472 242 644 353
NA NA 0 Male 0.0554332733154297 0.376953125 -0.640070687194077 836 1994 472 242 644 353
NA NA 0 Female 0.0554332733154297 0.376953125 -0.640070687194077 846 1994 472 242 644 353
NA NA 0 Female 0.0308990478515625 0.3916015625 -0.55744485645442 408 1994 148 226 298 3
NA NA 0 Female 0.0308990478515625 0.3916015625 -0.55744485645442 415 1994 148 226 298 3
NA NA 0 Female 0.138618469238281 0.48095703125 -0.474819025714764 558 1994 309 145 645 354
NA NA 0 Female 0.138618469238281 0.48095703125 -0.474819025714764 579 1994 309 145 645 354
NA NA 0 Female 0.138618469238281 0.48095703125 -0.474819025714764 595 1994 309 145 645 354
NA NA 0 Male 0.0597381591796875 0.33154296875 -0.350880279605279 570 1994 126 277 299 47
NA NA 0 Female 0.0597381591796875 0.33154296875 -0.350880279605279 598 1994 126 277 299 47
NA NA 0 Male 0.0539093017578125 0.38525390625 -0.433506110344935 568 1994 304 276 300 209
NA NA 0 Male 0.247695922851562 0.22216796875 -0.30956736423545 553 1994 306 206 301 23
NA NA 0 Female 0.0640792846679688 0.41943359375 -0.30956736423545 574 1994 306 206 301 23
NA NA 0 Male 0.0937910079956055 0.286376953125 -0.30956736423545 828 1994 474 275 646 292
NA NA 0 Female 0.0937910079956055 0.286376953125 -0.30956736423545 838 1994 474 275 646 292
NA NA 0 Male 0.0437221527099609 0.410400390625 -0.226941533495793 830 1994 475 297 302 210
NA NA 0 Female 0.0437221527099609 0.410400390625 -0.226941533495793 841 1994 475 297 302 210
NA NA 0 Female 0.0646266937255859 0.450927734375 -0.0203769566466516 833 1994 478 194 647 355
NA NA 0 Female 0.039794921875 0.452880859375 -0.0203769566466516 844 1994 478 194 647 355
NA NA 0 Male 0.0931816101074219 0.57958984375 0.0209359587231768 544 1994 163 296 303 211
NA NA 0 Male 0.0931816101074219 0.57958984375 0.0209359587231768 585 1994 163 296 303 211
NA NA 0 Female 0 0.85400390625 0.103561789462834 552 1994 39 298 648 356
NA NA 0 Male 0.102287292480469 0.46826171875 0.144874704832662 554 1994 307 138 305 213
NA NA 0 Female 0.102287292480469 0.46826171875 0.144874704832662 575 1994 307 138 305 213
NA NA 0 Female 0.102287292480469 0.46826171875 0.144874704832662 599 1994 307 138 305 213
NA NA 0 Female 0.1475830078125 0.482421875 0.268813450942147 200 1994 156 142 649 357
NA NA 0 Male 0.0519866943359375 0.3994140625 0.516690943161117 540 1994 284 280 650 289
NA NA 0 Female 0.03564453125 0.52880859375 0.516690943161117 564 1994 284 280 650 289
NA NA 0 Male 0.0519866943359375 0.3994140625 0.516690943161117 583 1994 284 280 650 289
NA NA 0 Female 0.0892486572265625 0.36279296875 0.558003858530946 567 1994 272 153 306 214
NA NA 0 Female 0.0316352844238281 0.36279296875 0.558003858530946 584 1994 272 153 306 214
NA NA 0 Male 0.0689010620117188 0.328125 0.558003858530946 538 1994 283 152 651 66
NA NA 0 Female 0.0864410400390625 0.28662109375 0.558003858530946 563 1994 283 152 651 66
NA NA 0 Female 0.046661376953125 0.2939453125 0.640629689270602 390 1994 127 224 652 51
NA NA 0 Male 0.044464111328125 0.412109375 0.681942604640431 259 1994 221 144 653 168
NA NA 0 Female 0.044464111328125 0.412109375 0.681942604640431 261 1994 221 144 653 168
NA NA 0 Male 0.044464111328125 0.412109375 0.681942604640431 263 1994 221 144 653 168
NA NA 0 Female 0.0107421875 0.564453125 0.640629689270602 396 1994 102 246 307 49
NA NA 0 Female 0.05889892578125 0.3564453125 0.640629689270602 398 1994 253 160 654 291
NA NA 0 Female 0.05889892578125 0.3564453125 0.640629689270602 409 1994 253 160 654 291
NA NA 0 Female 0.05889892578125 0.3564453125 0.640629689270602 416 1994 253 160 654 291
NA NA 0 Male 0.04425048828125 0.3955078125 0.681942604640431 394 1994 241 219 308 215
NA NA 0 Male 0.048858642578125 0.3271484375 0.681942604640431 406 1994 241 219 308 215
NA NA 0 Male 0.048858642578125 0.3271484375 0.681942604640431 413 1994 241 219 308 215
NA NA 0 Female 0.0204010009765625 0.5830078125 0.723255520010259 387 1994 147 243 655 7
NA NA 0 Male 0.0204010009765625 0.5830078125 0.723255520010259 400 1994 147 243 655 7
NA NA 0 Female 0.0866889953613281 0.36376953125 0.805881350749916 826 1994 472 242 656 353
NA NA 0 Male 0.0618896484375 0.38525390625 0.847194266119744 560 1994 310 130 657 358
NA NA 0 Male 0.102680206298828 0.22119140625 0.847194266119744 1187 1994 310 130 657 358
NA NA 0 Female 0.0186843872070312 0.68505859375 0.888507181489573 561 1994 293 146 658 222
NA NA 0 Male 0.0228004455566406 0.51806640625 0.888507181489573 580 1994 293 146 658 222
NA NA 0 Female 0.0843658447265625 0.5419921875 0.929820096859401 557 1994 290 113 659 217
NA NA 0 Female 0.04180908203125 0.4365234375 0.929820096859401 578 1994 290 113 659 217
NA NA 0 Female 0.0608711242675781 0.44677734375 1.01244592759906 547 1994 286 161 660 206
NA NA 0 Female 0.0608711242675781 0.44677734375 1.01244592759906 569 1994 286 161 660 206
NA NA 0 Male 0.0608711242675781 0.44677734375 1.01244592759906 588 1994 286 161 660 206
NA NA 0 Female 0.0511970520019531 0.41748046875 1.01244592759906 542 1994 301 274 61 55
NA NA 0 Male 0.162361145019531 0.404296875 1.01244592759906 566 1994 301 274 61 55
NA NA 0 Female 0.056915283203125 0.373046875 1.09507175833871 551 1994 288 279 661 12
NA NA 0 Male 0.056915283203125 0.373046875 1.09507175833871 573 1994 288 279 661 12
NA NA 0 Female 0.138618469238281 0.48095703125 1.17769758907837 559 1994 309 145 662 354
NA NA 0 Female 0.115047454833984 0.18994140625 1.13638467370854 832 1994 252 468 663 359
NA NA 0 Male 0.115047454833984 0.18994140625 1.13638467370854 843 1994 252 468 663 359
NA NA 0 Male 0.0259056091308594 0.51708984375 1.42557508129734 1186 1994 292 816 664 360
NA NA 0 Female 0.133209228515625 0.448974609375 1.38426216592751 831 1994 476 278 665 172
NA NA 0 Female 0.0983409881591797 0.353759765625 1.38426216592751 842 1994 476 278 665 172
NA NA 0 Female 0 0.54296875 1.42557508129734 545 1994 237 114 666 1
NA NA 0 Male 0 0.4716796875 1.42557508129734 403 1994 237 114 666 1
NA NA 0 Female 0.170166015625 0.271484375 1.46688799666717 202 1994 125 467 667 54
NA NA 0 Female 0.0667877197265625 0.29150390625 1.46688799666717 840 1994 125 467 667 54
NA NA 0 Female 0.1475830078125 0.482421875 1.63213965814648 201 1994 156 142 668 357
NA NA 0 Male 0.0597381591796875 0.33154296875 1.63213965814648 549 1994 126 277 669 47
NA NA 0 Male 0.0597381591796875 0.33154296875 1.63213965814648 571 1994 126 277 669 47
NA NA 0 Female 0.0597381591796875 0.33154296875 1.63213965814648 590 1994 126 277 669 47
NA NA 0 Female 0.0225982666015625 0.517578125 1.63213965814648 385 1994 236 228 670 43
NA NA 0 Female 0.0225982666015625 0.517578125 1.63213965814648 399 1994 236 228 670 43
NA NA 0 Male 0.0937910079956055 0.286376953125 1.92133006573528 829 1994 474 275 671 292
NA NA 0 Male 0.0937910079956055 0.286376953125 1.92133006573528 839 1994 474 275 671 292
NA NA 0 Female 0.178970336914062 0.3583984375 2.00395589647494 389 1994 249 244 672 62
NA NA 0 Male 0.123386383056641 0.37451171875 -1.79683231754927 657 1995 251 281 62 56
NA NA 0 Female 0.123386383056641 0.37451171875 -1.79683231754927 688 1995 251 281 62 56
NA NA 0 Female 0.0983409881591797 0.353759765625 -1.59026774070013 897 1995 476 278 310 172
NA NA 0 Female 0.04180908203125 0.4365234375 -1.34239024848116 618 1995 290 113 311 217
NA NA 0 Female 0.025543212890625 0.57958984375 -1.30107733311133 640 1995 292 145 312 174
NA NA 0 Male 0.025543212890625 0.57958984375 -1.30107733311133 666 1995 292 145 312 174
NA NA 0 Female 0.025543212890625 0.57958984375 -1.30107733311133 683 1995 292 145 312 174
NA NA 0 Male 0.0608711242675781 0.44677734375 -1.30107733311133 633 1995 286 161 313 206
NA NA 0 Male 0.0608711242675781 0.44677734375 -1.30107733311133 678 1995 286 161 313 206
NA NA 0 Female 0.0233306884765625 0.5009765625 -1.38370316385099 436 1995 147 243 63 7
NA NA 0 Male 0.0204010009765625 0.5830078125 -1.38370316385099 443 1995 147 243 63 7
NA NA 0 Male 0.030487060546875 0.37646484375 -1.30107733311133 615 1995 381 247 64 8
NA NA 0 Female 0.030487060546875 0.37646484375 -1.30107733311133 668 1995 381 247 64 8
NA NA 0 Male 0.0663681030273438 0.2578125 -1.30107733311133 429 1995 249 244 673 62
NA NA 0 Female 0.0663681030273438 0.2578125 -1.30107733311133 439 1995 249 244 673 62
NA NA 0 Female 0.0511970520019531 0.41748046875 -1.30107733311133 634 1995 301 274 674 55
NA NA 0 Female 0.0511970520019531 0.41748046875 -1.30107733311133 661 1995 301 274 674 55
NA NA 0 Female 0.0511970520019531 0.41748046875 -1.30107733311133 679 1995 301 274 674 55
NA NA 0 Male 0.0836715698242188 0.37939453125 -1.30107733311133 691 1995 301 274 674 55
NA NA 0 Female 0.0863990783691406 0.28271484375 -1.21845150237167 875 1995 305 530 314 218
NA NA 0 Female 0.107315063476562 0.25 -1.21845150237167 914 1995 466 232 65 57
NA NA 0 Female 0.0107421875 0.564453125 -1.17713858700185 267 1995 102 282 315 219
NA NA 0 Male 0.0107421875 0.564453125 -1.17713858700185 269 1995 102 282 315 219
NA NA 0 Male 0.0107421875 0.564453125 -1.17713858700185 270 1995 102 282 315 219
NA NA 0 Male 0.048858642578125 0.3271484375 -1.21845150237167 434 1995 241 219 316 215
NA NA 0 Female 0.048858642578125 0.3271484375 -1.21845150237167 441 1995 241 219 316 215
NA NA 0 Male 0.0233306884765625 0.5009765625 -0.970574010152704 339 1993 147 243 317 7
NA NA 0 Male 0 0.79296875 -0.846635264043219 165 1993 37 144 675 361
NA NA 0 Female 0 0.79296875 -0.846635264043219 172 1993 37 144 675 361
NA NA 0 Female 0.08282470703125 0.3779296875 -0.846635264043219 518 1993 220 276 67 58
NA NA 0 Male 0.107315063476562 0.25 -0.722696517933734 817 1993 466 232 319 57
NA NA 0 Female 0.107315063476562 0.25 -0.722696517933734 818 1993 466 232 319 57
NA NA 0 Female 0.107315063476562 0.25 -0.722696517933734 819 1993 466 232 319 57
NA NA 0 Male 0.051055908203125 0.1923828125 -0.640070687194077 322 1993 125 223 68 42
NA NA 0 Female 0.137199401855469 0.45703125 -0.598757771824249 497 1993 290 226 69 59
NA NA 0 Male 0.152156829833984 0.43701171875 -0.598757771824249 511 1993 290 226 69 59
NA NA 0 Male 0.152156829833984 0.43701171875 -0.598757771824249 525 1993 290 226 69 59
NA NA 0 Female 0.0650482177734375 0.30712890625 -0.55744485645442 493 1993 221 278 676 362
NA NA 0 Male 0.0650482177734375 0.30712890625 -0.55744485645442 508 1993 221 278 676 362
NA NA 0 Male 0.0650482177734375 0.30712890625 -0.55744485645442 521 1993 221 278 676 362
NA NA 0 Male 0.044464111328125 0.412109375 -0.55744485645442 257 1993 221 278 676 362
NA NA 0 Female 0.0864410400390625 0.28662109375 -0.598757771824249 480 1993 283 152 320 66
NA NA 0 Female 0.0957870483398438 0.2529296875 -0.516131941084592 330 1993 162 229 677 45
NA NA 0 Female 0.104972839355469 0.4736328125 -0.516131941084592 319 1993 156 231 678 363
NA NA 0 Female 0.0211639404296875 0.498046875 -0.55744485645442 343 1993 238 3517 321 221
NA NA 0 Male 0.0211639404296875 0.498046875 -0.55744485645442 360 1993 238 3517 321 221
NA NA 0 Male 0.0902481079101562 0.40380859375 -0.103002787386308 485 1993 250 275 679 349
NA NA 0 Female 0.0902481079101562 0.40380859375 -0.103002787386308 502 1993 250 275 679 349
NA NA 0 Female 0.0902481079101562 0.40380859375 -0.103002787386308 516 1993 250 275 679 349
NA NA 0 Female 0.0548763275146484 0.40283203125 -0.144315702756137 482 1993 193 274 680 46
NA NA 0 Female 0.0548763275146484 0.40283203125 -0.144315702756137 501 1993 193 274 680 46
NA NA 0 Male 0.0548763275146484 0.40283203125 -0.144315702756137 515 1993 193 274 680 46
NA NA 0 Female 0.0915908813476562 0.37646484375 -0.103002787386308 484 1993 285 230 681 295
NA NA 0 Female 0.110946655273438 0.18603515625 -0.185628618125965 487 1993 272 153 682 214
NA NA 0 Female 0 0.79296875 -0.0203769566466516 174 1993 36 136 71 61
NA NA 0 Male 0 0.79296875 -0.0203769566466516 176 1993 36 136 71 61
NA NA 0 Male 0.048492431640625 0.458984375 -0.0616898720164799 317 1993 249 244 72 62
NA NA 0 Female 0.048492431640625 0.458984375 -0.0616898720164799 341 1993 249 244 72 62
NA NA 0 Male 0.0677947998046875 0.24951171875 0.0209359587231768 491 1993 286 123 683 364
NA NA 0 Male 0.0677947998046875 0.24951171875 0.0209359587231768 505 1993 286 123 683 364
NA NA 0 Female 0.0677947998046875 0.24951171875 0.0209359587231768 519 1993 286 123 683 364
NA NA 0 Female 0 0.57421875 0.103561789462834 323 1993 237 114 684 1
NA NA 0 Male 0.0186843872070312 0.68505859375 0.144874704832662 513 1993 293 146 322 222
NA NA 0 Female 0.0186843872070312 0.68505859375 0.144874704832662 524 1993 293 146 322 222
NA NA 0 Female 0.0233306884765625 0.5009765625 0.18618762020249 314 1993 139 3364 685 365
NA NA 0 Female 0.0233306884765625 0.5009765625 0.18618762020249 338 1993 139 3364 685 365
NA NA 0 Male 0.0233306884765625 0.5009765625 0.18618762020249 356 1993 139 3364 685 365
NA NA 0 Male 0.0233306884765625 0.5009765625 0.18618762020249 370 1993 139 3364 685 365
NA NA 0 Female 0.12493896484375 0.2548828125 0.18618762020249 334 1993 253 113 323 48
NA NA 0 Male 0.12493896484375 0.2548828125 0.18618762020249 353 1993 253 113 323 48
NA NA 0 Female 0.09759521484375 0.52587890625 0.392752197051632 499 1993 291 160 686 366
NA NA 0 Male 0.0568084716796875 0.3662109375 0.392752197051632 361 1993 225 207 74 63
NA NA 0 Female 0.0568084716796875 0.3662109375 0.392752197051632 372 1993 225 207 74 63
NA NA 0 Female 0.0597381591796875 0.33154296875 0.351439281681804 506 1993 126 277 75 47
NA NA 0 Female 0.0963134765625 0.46875 0.475378027791289 198 1993 155 158 324 223
NA NA 0 Female 0.0963134765625 0.46875 0.475378027791289 199 1993 155 158 324 223
NA NA 0 Female 0.113616943359375 0.1591796875 0.392752197051632 327 1993 235 123 687 288
NA NA 0 Male 0.040802001953125 0.3759765625 0.475378027791289 321 1993 124 222 76 64
NA NA 0 Female 0.048858642578125 0.3271484375 0.558003858530946 329 1993 241 219 325 215
NA NA 0 Female 0.048858642578125 0.3271484375 0.558003858530946 349 1993 241 219 325 215
NA NA 0 Female 0.03564453125 0.52880859375 0.599316773900774 500 1993 284 274 77 65
NA NA 0 Male 0.147552490234375 0.1533203125 0.723255520010259 331 1993 252 159 688 208
NA NA 0 Male 0.147552490234375 0.1533203125 0.723255520010259 351 1993 252 159 688 208
NA NA 0 Female 0.147552490234375 0.1533203125 0.723255520010259 367 1993 252 159 688 208
NA NA 0 Male 0.147552490234375 0.1533203125 0.723255520010259 377 1993 252 159 688 208
NA NA 0 Female 0.0689010620117188 0.328125 0.681942604640431 481 1993 283 152 78 66
NA NA 0 Male 0.0864410400390625 0.28662109375 0.681942604640431 514 1993 283 152 78 66
NA NA 0 Female 0.106719970703125 0.2724609375 0.681942604640431 347 1993 251 123 79 67
NA NA 0 Male 0.106719970703125 0.2724609375 0.681942604640431 363 1993 251 123 79 67
NA NA 0 Female 0.0233306884765625 0.5009765625 0.764568435380087 315 1993 147 243 326 7
