femLRS maleLRS jSurv sex f_coeff immGG DFEs id cohort socdam socsire brood pair
NA 0 NA Male 0.0204010009765625 0.5830078125 0 449 1995 147 243 NA NA
NA NA 1 Male 0.0863990783691406 0.28271484375 -1.21845150237167 850 1995 305 530 314 218
NA 3 NA Male 0.0863990783691406 0.28271484375 0 850 1995 305 530 NA NA
NA NA 1 Male 0.070556640625 0.59619140625 -1.17713858700185 685 1995 102 282 315 219
NA 0 NA Male 0.070556640625 0.59619140625 0 685 1995 102 282 NA NA
NA NA 1 Male 0.048858642578125 0.3271484375 -1.21845150237167 421 1995 241 219 316 215
NA 15 NA Male 0.048858642578125 0.3271484375 0 421 1995 241 219 NA NA
NA NA 1 Male 0.0737133026123047 0.2587890625 -1.17713858700185 861 1995 306 206 66 23
NA 2 NA Male 0.0737133026123047 0.2587890625 0 861 1995 306 206 NA NA
NA NA 1 Male 0.0233306884765625 0.5009765625 -0.970574010152704 295 1993 147 243 317 7
NA 8 NA Male 0.0233306884765625 0.5009765625 0 295 1993 147 243 NA NA
NA NA 1 Male 0.0233306884765625 0.5009765625 -0.970574010152704 357 1993 147 243 317 7
NA 0 NA Male 0.0233306884765625 0.5009765625 0 357 1993 147 243 NA NA
NA NA 1 Male 0.0460052490234375 0.4111328125 -0.887948179413047 467 1993 287 131 318 220
NA 14 NA Male 0.0460052490234375 0.4111328125 0 467 1993 287 131 NA NA
NA NA 1 Male 0.127349853515625 0.2451171875 -0.887948179413047 468 1993 287 131 318 220
NA 24 NA Male 0.127349853515625 0.2451171875 0 468 1993 287 131 NA NA
NA NA 1 Male 0.08282470703125 0.3779296875 -0.846635264043219 489 1993 220 276 67 58
NA 0 NA Male 0.08282470703125 0.3779296875 0 489 1993 220 276 NA NA
NA NA 1 Male 0.107315063476562 0.25 -0.722696517933734 816 1993 466 232 319 57
NA 2 NA Male 0.107315063476562 0.25 0 816 1993 466 232 NA NA
NA NA 1 Male 0.0864410400390625 0.28662109375 -0.598757771824249 469 1993 283 152 320 66
NA 5 NA Male 0.0864410400390625 0.28662109375 0 469 1993 283 152 NA NA
NA NA 1 Male 0.0211639404296875 0.498046875 -0.55744485645442 320 1993 238 3517 321 221
NA 0 NA Male 0.0211639404296875 0.498046875 0 320 1993 238 3517 NA NA
NA NA 1 Male 0.122451782226562 0.32275390625 -0.103002787386308 495 1993 289 138 70 60
NA 0 NA Male 0.122451782226562 0.32275390625 0 495 1993 289 138 NA NA
NA NA 1 Male 0 0.7080078125 -0.0203769566466516 298 1993 36 136 71 61
NA 15 NA Male 0 0.7080078125 0 298 1993 36 136 NA NA
NA NA 1 Male 0.0211639404296875 0.498046875 -0.55744485645442 297 1993 238 3517 321 221
NA 7 NA Male 0.0211639404296875 0.498046875 0 297 1993 238 3517 NA NA
NA NA 1 Male 0.0186843872070312 0.68505859375 0.144874704832662 471 1993 293 146 322 222
NA 12 NA Male 0.0186843872070312 0.68505859375 0 471 1993 293 146 NA NA
NA NA 1 Male 0.12493896484375 0.2548828125 0.18618762020249 368 1993 253 113 323 48
NA 0 NA Male 0.12493896484375 0.2548828125 0 368 1993 253 113 NA NA
NA NA 1 Male 0.0568084716796875 0.3662109375 0.392752197051632 296 1993 225 207 74 63
NA 3 NA Male 0.0568084716796875 0.3662109375 0 296 1993 225 207 NA NA
NA NA 1 Male 0.0963134765625 0.46875 0.475378027791289 194 1993 155 158 324 223
NA 1 NA Male 0.0963134765625 0.46875 0 194 1993 155 158 NA NA
NA NA 1 Male 0.048858642578125 0.3271484375 0.558003858530946 365 1993 241 219 325 215
NA 0 NA Male 0.048858642578125 0.3271484375 0 365 1993 241 219 NA NA
NA NA 1 Male 0.0233306884765625 0.5009765625 0.764568435380087 299 1993 147 243 326 7
NA 10 NA Male 0.0233306884765625 0.5009765625 0 299 1993 147 243 NA NA
NA NA 1 Male 0.0233306884765625 0.5009765625 0.764568435380087 358 1993 147 243 326 7
NA 0 NA Male 0.0233306884765625 0.5009765625 0 358 1993 147 243 NA NA
NA NA 1 Male 0.0633082389831543 0.4593505859375 -0.929261094782876 1315 2000 1123 1021 327 224
NA 4 NA Male 0.0633082389831543 0.4593505859375 0 1315 2000 1123 1021 NA NA
NA NA 1 Male 0.0846147537231445 0.434234619140625 0.392752197051632 1539 2000 1409 1268 328 225
NA 9 NA Male 0.0846147537231445 0.434234619140625 0 1539 2000 1409 1268 NA NA
NA NA 1 Male 0 0.708740234375 0.434065112421461 1179 2000 43 854 329 226
NA 16 NA Male 0 0.708740234375 0 1179 2000 43 854 NA NA
NA NA 1 Male 0.0419259071350098 0.4898681640625 0.558003858530946 1314 2000 823 1017 330 75
NA 17 NA Male 0.0419259071350098 0.4898681640625 0 1314 2000 823 1017 NA NA
NA NA 1 Male 0.0804681777954102 0.42352294921875 -1.17713858700185 1448 2001 1169 1267 85 70
NA 4 NA Male 0.0804681777954102 0.42352294921875 0 1448 2001 1169 1267 NA NA
NA NA 1 Male 0.0419259071350098 0.4898681640625 -0.433506110344935 1328 2001 823 1017 91 75
NA 13 NA Male 0.0419259071350098 0.4898681640625 0 1328 2001 823 1017 NA NA
NA NA 1 Male 0.0419259071350098 0.4898681640625 -0.433506110344935 1330 2001 823 1017 91 75
NA 3 NA Male 0.0419259071350098 0.4898681640625 0 1330 2001 823 1017 NA NA
NA NA 1 Male 0 0.73431396484375 0.103561789462834 1518 2005 47 1728 331 100
NA 69 NA Male 0 0.73431396484375 0 1518 2005 47 1728 NA NA
NA NA 1 Male 0 0.73431396484375 0.103561789462834 1519 2005 47 1728 331 100
NA 5 NA Male 0 0.73431396484375 0 1519 2005 47 1728 NA NA
NA NA 1 Male 0.0651671886444092 0.520858764648438 -0.433506110344935 1954 2005 1792 1304 332 227
NA 40 NA Male 0.0651671886444092 0.520858764648438 0 1954 2005 1792 1304 NA NA
NA NA 1 Male 0.0600136518478394 0.4326171875 -0.350880279605279 1699 2001 1540 696 333 228
NA 4 NA Male 0.0600136518478394 0.4326171875 0 1699 2001 1540 696 NA NA
NA NA 1 Male 0.0335774421691895 0.58056640625 0.681942604640431 1345 2002 1180 1178 334 229
NA 6 NA Male 0.0335774421691895 0.58056640625 0 1345 2002 1180 1178 NA NA
NA NA 1 Male 0 0.689208984375 0.723255520010259 1557 2002 1452 40 335 230
NA 27 NA Male 0 0.689208984375 0 1557 2002 1452 40 NA NA
NA NA 1 Male 0 0.689208984375 0.723255520010259 1560 2002 1452 40 335 230
NA 17 NA Male 0 0.689208984375 0 1560 2002 1452 40 NA NA
NA NA 1 Male 0.0864404439926147 0.48175048828125 0.888507181489573 1472 2002 1332 1270 336 231
NA 8 NA Male 0.0864404439926147 0.48175048828125 0 1472 2002 1332 1270 NA NA
NA NA 1 Male 0.0621376037597656 0.44903564453125 1.38426216592751 1474 2002 1316 1168 337 72
NA 2 NA Male 0.0621376037597656 0.44903564453125 0 1474 2002 1316 1168 NA NA
NA NA 1 Male 0.047682523727417 0.4686279296875 0.558003858530946 1329 2001 1169 1267 338 70
NA 27 NA Male 0.047682523727417 0.4686279296875 0 1329 2001 1169 1267 NA NA
NA NA 1 Male 0.256876945495605 0.71923828125 0.723255520010259 1331 2001 1180 1178 339 229
NA 0 NA Male 0.256876945495605 0.71923828125 0 1331 2001 1180 1178 NA NA
NA NA 1 Male 0.0826640725135803 0.451416015625 1.13638467370854 1698 2001 1536 1268 102 84
NA 0 NA Male 0.0826640725135803 0.451416015625 0 1698 2001 1536 1268 NA NA
NA NA 1 Male 0.106948137283325 0.33056640625 2.25183338869391 1548 2001 1169 1267 340 70
NA 13 NA Male 0.106948137283325 0.33056640625 0 1548 2001 1169 1267 NA NA
NA NA 1 Male 0.0335774421691895 0.58056640625 -1.01188692552253 1344 2002 1180 1178 341 229
NA 37 NA Male 0.0335774421691895 0.58056640625 0 1344 2002 1180 1178 NA NA
NA NA 1 Male 0.0392484664916992 0.55987548828125 -0.929261094782876 1562 2002 1451 1304 342 232
NA 12 NA Male 0.0392484664916992 0.55987548828125 0 1562 2002 1451 1304 NA NA
NA NA 1 Male 0.0392484664916992 0.55987548828125 -0.929261094782876 1561 2002 1451 1304 342 232
NA 4 NA Male 0.0392484664916992 0.55987548828125 0 1561 2002 1451 1304 NA NA
NA NA 1 Male 0.0864404439926147 0.48175048828125 -0.764009433303562 1473 2002 1332 1270 343 231
NA 6 NA Male 0.0864404439926147 0.48175048828125 0 1473 2002 1332 1270 NA NA
NA NA 1 Male 0.0386239290237427 0.57513427734375 -0.722696517933734 1558 2002 1455 1328 344 233
NA 16 NA Male 0.0386239290237427 0.57513427734375 0 1558 2002 1455 1328 NA NA
NA NA 1 Male 0.0670806169509888 0.474884033203125 -0.640070687194077 1559 2002 1456 1315 106 86
NA 16 NA Male 0.0670806169509888 0.474884033203125 0 1559 2002 1456 1315 NA NA
NA NA 1 Male 0.0542196035385132 0.49041748046875 -0.185628618125965 1471 2002 1316 1168 108 72
NA 14 NA Male 0.0542196035385132 0.49041748046875 0 1471 2002 1316 1168 NA NA
NA NA 1 Male 0.0766803622245789 0.474746704101562 -1.17713858700185 1727 2003 1564 1304 345 234
NA 27 NA Male 0.0766803622245789 0.474746704101562 0 1727 2003 1564 1304 NA NA
NA NA 1 Male 0.0450029373168945 0.5511474609375 -1.17713858700185 1599 2003 1455 1328 346 233
NA 0 NA Male 0.0450029373168945 0.5511474609375 0 1599 2003 1455 1328 NA NA
NA NA 1 Male 0.0514075756072998 0.44482421875 -0.929261094782876 1729 2003 1536 695 112 73
NA 9 NA Male 0.0514075756072998 0.44482421875 0 1729 2003 1536 695 NA NA
NA NA 1 Male 0.0514075756072998 0.44482421875 -0.929261094782876 1726 2003 1536 695 112 73
NA 0 NA Male 0.0514075756072998 0.44482421875 0 1726 2003 1536 695 NA NA
NA NA 1 Male 0.0584049671888351 0.553825378417969 -0.887948179413047 1909 2003 1707 1017 347 235
NA 9 NA Male 0.0584049671888351 0.553825378417969 0 1909 2003 1707 1017 NA NA
NA NA 1 Male 0.0372401624917984 0.589813232421875 0.144874704832662 1728 2003 1454 1560 348 236
NA 8 NA Male 0.0372401624917984 0.589813232421875 0 1728 2003 1454 1560 NA NA
NA NA 1 Male 0.0834315866231918 0.47064208984375 0.723255520010259 1911 2003 1700 1267 349 237
NA 1 NA Male 0.0834315866231918 0.47064208984375 0 1911 2003 1700 1267 NA NA
NA NA 1 Male 0.125 0.779937744140625 0.764568435380087 1730 2003 44 1561 350 238
NA 0 NA Male 0.125 0.779937744140625 0 1730 2003 44 1561 NA NA
NA NA 1 Male 0.0580056756734848 0.50494384765625 0.764568435380087 1910 2003 1316 1168 115 72
NA 0 NA Male 0.0580056756734848 0.50494384765625 0 1910 2003 1316 1168 NA NA
NA NA 1 Male 0.0350514501333237 0.599395751953125 -1.59026774070013 1787 2004 1502 1557 116 91
NA 33 NA Male 0.0350514501333237 0.599395751953125 0 1787 2004 1502 1557 NA NA
NA NA 1 Male 0.0450029373168945 0.5511474609375 -1.50764190996047 1638 2004 1455 1562 117 92
NA 2 NA Male 0.0450029373168945 0.5511474609375 0 1638 2004 1455 1562 NA NA
NA NA 1 Male 0.0353802144527435 0.582366943359375 -1.46632899459064 1790 2004 1601 1471 118 93
NA 0 NA Male 0.0353802144527435 0.582366943359375 0 1790 2004 1601 1471 NA NA
NA NA 1 Male 0.0328214168548584 0.6748046875 -1.46632899459064 1788 2004 1449 1472 351 95
NA 8 NA Male 0.0328214168548584 0.6748046875 0 1788 2004 1449 1472 NA NA
NA NA 1 Male 0.060905933380127 0.58953857421875 -1.2597644177415 1785 2004 1600 1344 352 77
NA 4 NA Male 0.060905933380127 0.58953857421875 0 1785 2004 1600 1344 NA NA
NA NA 1 Male 0.060905933380127 0.58953857421875 -1.2597644177415 1786 2004 1600 1344 352 77
NA 32 NA Male 0.060905933380127 0.58953857421875 0 1786 2004 1600 1344 NA NA
NA NA 1 Male 0.0372401624917984 0.589813232421875 -1.13582567163202 1784 2004 1503 1560 353 239
NA 0 NA Male 0.0372401624917984 0.589813232421875 0 1784 2004 1503 1560 NA NA
NA NA 1 Male 0.0701991282403469 0.564842224121094 -1.13582567163202 1935 2004 1731 1304 354 240
NA 8 NA Male 0.0701991282403469 0.564842224121094 0 1935 2004 1731 1304 NA NA
NA NA 1 Male 0.0335411354899406 0.579010009765625 -1.01188692552253 1933 2004 1700 1345 119 94
NA 38 NA Male 0.0335411354899406 0.579010009765625 0 1933 2004 1700 1345 NA NA
NA NA 1 Male 0.0542196035385132 0.49041748046875 -0.640070687194077 1514 2004 1316 1168 355 72
NA 9 NA Male 0.0542196035385132 0.49041748046875 0 1514 2004 1316 1168 NA NA
NA NA 1 Male 0.0361164808273315 0.603057861328125 0.227500535572319 1640 2004 1475 1539 356 79
NA 0 NA Male 0.0361164808273315 0.603057861328125 0 1640 2004 1475 1539 NA NA
NA NA 1 Male 0.119456693530083 0.482582092285156 0.475378027791289 1934 2004 1503 1560 357 239
NA 28 NA Male 0.119456693530083 0.482582092285156 0 1934 2004 1503 1560 NA NA
NA NA 1 Male 0.0534007400274277 0.525009155273438 0.516690943161117 1789 2004 1565 1559 358 241
NA 0 NA Male 0.0534007400274277 0.525009155273438 0 1789 2004 1565 1559 NA NA
NA NA 1 Male 0.0373613834381104 0.566131591796875 0.681942604640431 1639 2004 1453 1558 359 242
NA 0 NA Male 0.0373613834381104 0.566131591796875 0 1639 2004 1453 1558 NA NA
NA NA 1 Male 0 0.8441162109375 0.681942604640431 1359 2004 45 1017 121 96
NA 3 NA Male 0 0.8441162109375 0 1359 2004 45 1017 NA NA
NA NA 1 Male 0.0826228782534599 0.449913024902344 1.63213965814648 1936 2004 1731 1304 360 240
NA 0 NA Male 0.0826228782534599 0.449913024902344 0 1936 2004 1731 1304 NA NA
NA NA 1 Male 0.0826228782534599 0.449913024902344 1.63213965814648 1937 2004 1731 1304 360 240
NA 7 NA Male 0.0826228782534599 0.449913024902344 0 1937 2004 1731 1304 NA NA
NA NA 1 Male 0.0446923784911633 0.565547943115234 2.00395589647494 2063 2004 1316 1909 361 101
NA 10 NA Male 0.0446923784911633 0.565547943115234 0 2063 2004 1316 1909 NA NA
NA NA 1 Male 0.0446923784911633 0.565547943115234 2.00395589647494 2062 2004 1316 1909 361 101
NA 13 NA Male 0.0446923784911633 0.565547943115234 0 2062 2004 1316 1909 NA NA
NA NA 1 Male 0.0743110696785152 0.505186080932617 -1.63158065606996 2235 2005 1732 2062 362 80
NA 37 NA Male 0.0743110696785152 0.505186080932617 0 2235 2005 1732 2062 NA NA
NA NA 1 Male 0.0235463529825211 0.638839721679688 -1.38370316385099 1830 2005 1643 1382 126 98
NA 30 NA Male 0.0235463529825211 0.638839721679688 0 1830 2005 1643 1382 NA NA
NA NA 1 Male 0.0394054055213928 0.571075439453125 -1.34239024848116 1656 2005 1449 1472 363 95
NA 2 NA Male 0.0394054055213928 0.571075439453125 0 1656 2005 1449 1472 NA NA
NA NA 1 Male 0.0450029373168945 0.5511474609375 -1.09451275626219 1655 2005 1455 1562 129 92
NA 0 NA Male 0.0450029373168945 0.5511474609375 0 1655 2005 1455 1562 NA NA
NA NA 1 Male 0 0.794769287109375 -1.13582567163202 1955 2005 45 1785 364 243
NA 1 NA Male 0 0.794769287109375 0 1955 2005 45 1785 NA NA
NA NA 1 Male 0.0684471540153027 0.459854125976562 -0.474819025714764 1953 2005 1565 1729 92 76
NA 3 NA Male 0.0684471540153027 0.459854125976562 0 1953 2005 1565 1729 NA NA
NA NA 1 Male 0.0727810682728887 0.518424987792969 -0.598757771824249 2087 2006 1938 1954 365 117
NA 29 NA Male 0.0727810682728887 0.518424987792969 0 2087 2006 1938 1954 NA NA
NA NA 1 Male 0.0512042324990034 0.588630676269531 -0.805322348673391 2334 2008 2090 1933 366 116
NA 3 NA Male 0.0512042324990034 0.588630676269531 0 2334 2008 2090 1933 NA NA
NA NA 1 Male 0.168542074970901 0.541228294372559 -0.30956736423545 2455 2008 1316 1830 367 244
NA 27 NA Male 0.168542074970901 0.541228294372559 0 2455 2008 1316 1830 NA NA
NA NA 1 Male 0.0589248407632113 0.580976486206055 -0.144315702756137 2336 2008 1642 2270 368 245
NA 15 NA Male 0.0589248407632113 0.580976486206055 0 2336 2008 1642 2270 NA NA
NA NA 1 Male 0.0846765440364834 0.584803581237793 0.434065112421461 2454 2008 2280 2272 369 246
NA 40 NA Male 0.0846765440364834 0.584803581237793 0 2454 2008 2280 2272 NA NA
NA NA 1 Male 0.0727810682728887 0.518424987792969 0.392752197051632 2199 2008 1938 1954 370 117
NA 0 NA Male 0.0727810682728887 0.518424987792969 0 2199 2008 1938 1954 NA NA
NA NA 1 Male 0.107503639534116 0.610805511474609 0.847194266119744 2086 2006 1964 1382 371 247
NA 34 NA Male 0.107503639534116 0.610805511474609 0 2086 2006 1964 1382 NA NA
NA NA 1 Male 0.0935814464464784 0.519432067871094 0.888507181489573 2089 2006 1960 1933 372 248
NA 18 NA Male 0.0935814464464784 0.519432067871094 0 2089 2006 1960 1933 NA NA
NA NA 1 Male 0.0643822802230716 0.621307373046875 0.929820096859401 2088 2006 1966 1954 373 105
NA 8 NA Male 0.0643822802230716 0.621307373046875 0 2088 2006 1966 1954 NA NA
NA NA 1 Male 0.118462351500057 0.565536499023438 -1.13582567163202 2494 2009 2012 2334 374 249
NA 10 NA Male 0.118462351500057 0.565536499023438 0 2494 2009 2012 2334 NA NA
NA NA 1 Male 0 0.805402755737305 -1.13582567163202 2399 2009 50 2086 375 250
NA 5 NA Male 0 0.805402755737305 0 2399 2009 50 2086 NA NA
NA NA 1 Male 0.0673741963692009 0.542844772338867 -1.5489548253303 2271 2007 1565 2086 376 118
NA 9 NA Male 0.0673741963692009 0.542844772338867 0 2271 2007 1565 2086 NA NA
NA NA 1 Male 0.104563997127116 0.547362327575684 -1.46632899459064 2435 2007 1833 2235 145 110
NA 2 NA Male 0.104563997127116 0.547362327575684 0 2435 2007 1833 2235 NA NA
NA NA 1 Male 0.0727810682728887 0.518424987792969 -1.42501607922082 2140 2007 1938 1954 377 117
NA 10 NA Male 0.0727810682728887 0.518424987792969 0 2140 2007 1938 1954 NA NA
NA NA 1 Male 0.0858993791043758 0.59088134765625 -1.38370316385099 2049 2007 1793 1787 147 99
NA 3 NA Male 0.0858993791043758 0.59088134765625 0 2049 2007 1793 1787 NA NA
NA NA 1 Male 0.0648701647296548 0.582424163818359 -1.30107733311133 2144 2007 1962 2087 378 251
NA 2 NA Male 0.0648701647296548 0.582424163818359 0 2144 2007 1962 2087 NA NA
NA NA 1 Male 0.0473988670855761 0.692222595214844 -1.17713858700185 2139 2007 1958 1786 379 252
NA 0 NA Male 0.0473988670855761 0.692222595214844 0 2139 2007 1958 1786 NA NA
NA NA 1 Male 0.116403465624899 0.471218109130859 -0.392193194975107 2145 2007 1960 1934 151 115
NA 14 NA Male 0.116403465624899 0.471218109130859 0 2145 2007 1960 1934 NA NA
NA NA 1 Male 0.0512042324990034 0.588630676269531 -0.30956736423545 2274 2007 2090 1933 152 116
NA 7 NA Male 0.0512042324990034 0.588630676269531 0 2274 2007 2090 1933 NA NA
NA NA 1 Male 0.0589248407632113 0.580976486206055 0.0209359587231768 2272 2007 1642 2087 380 111
NA 1 NA Male 0.0589248407632113 0.580976486206055 0 2272 2007 1642 2087 NA NA
NA NA 1 Male 0.0705978269688785 0.638744354248047 0.227500535572319 2141 2007 1956 1934 381 253
NA 5 NA Male 0.0705978269688785 0.638744354248047 0 2141 2007 1956 1934 NA NA
NA NA 1 Male 0.0244255363941193 0.655792236328125 0.310126366311975 1688 2007 1316 2235 382 254
NA 37 NA Male 0.0244255363941193 0.655792236328125 0 1688 2007 1316 2235 NA NA
NA NA 1 Male 0.0673741963692009 0.542844772338867 0.351439281681804 2275 2007 1565 2086 156 118
NA 10 NA Male 0.0673741963692009 0.542844772338867 0 2275 2007 1565 2086 NA NA
NA NA 1 Male 0.105039894580841 0.539558410644531 0.475378027791289 2270 2007 2091 2089 383 113
NA 14 NA Male 0.105039894580841 0.539558410644531 0 2270 2007 2091 2089 NA NA
NA NA 1 Male 0.0691130748018622 0.590641021728516 0.599316773900774 2142 2007 2012 2088 384 255
NA 13 NA Male 0.0691130748018622 0.590641021728516 0 2142 2007 2012 2088 NA NA
NA NA 1 Male 0.00869789719581604 0.789215087890625 0.971133012229229 1687 2007 1360 1518 158 119
NA 21 NA Male 0.00869789719581604 0.789215087890625 0 1687 2007 1360 1518 NA NA
NA NA 1 Male 0.0557580385357141 0.5806884765625 1.17769758907837 2143 2007 1793 1787 160 99
NA 6 NA Male 0.0557580385357141 0.5806884765625 0 2143 2007 1793 1787 NA NA
NA NA 1 Male 0.115995996631682 0.598823547363281 1.46688799666717 2273 2007 2090 1933 385 116
NA 28 NA Male 0.115995996631682 0.598823547363281 0 2273 2007 2090 1933 NA NA
NA NA 1 Male 0.14259051917179 0.5263352394104 -1.21845150237167 2593 2008 2440 2145 164 121
NA 13 NA Male 0.14259051917179 0.5263352394104 0 2593 2008 2440 2145 NA NA
NA NA 1 Male 0.102298094047001 0.565737724304199 -1.05319984089236 2453 2008 2282 2274 386 256
NA 24 NA Male 0.102298094047001 0.565737724304199 0 2453 2008 2282 2274 NA NA
NA NA 1 Male 0.0618309983983636 0.621307373046875 -0.929261094782876 2333 2008 2051 2143 387 257
NA 0 NA Male 0.0618309983983636 0.621307373046875 0 2333 2008 2051 2143 NA NA
NA NA 1 Male 0.0618309983983636 0.621307373046875 -0.929261094782876 2335 2008 2051 2143 387 257
NA 0 NA Male 0.0618309983983636 0.621307373046875 0 2335 2008 2051 2143 NA NA
NA NA 1 Male 0.114241530998697 0.55694317817688 0.681942604640431 2878 2011 2655 2646 166 123
NA 13 NA Male 0.114241530998697 0.55694317817688 0 2878 2011 2655 2646 NA NA
NA NA 1 Male 0.0585696307898615 0.611093521118164 0.929820096859401 2866 2011 2503 2648 388 258
NA 7 NA Male 0.0585696307898615 0.611093521118164 0 2866 2011 2503 2648 NA NA
NA NA 1 Male 0.0585696307898615 0.611093521118164 0.929820096859401 2869 2011 2503 2648 388 258
NA 8 NA Male 0.0585696307898615 0.611093521118164 0 2869 2011 2503 2648 NA NA
NA NA 1 Male 0.0585696307898615 0.611093521118164 0.929820096859401 2871 2011 2503 2648 388 258
NA 7 NA Male 0.0585696307898615 0.611093521118164 0 2871 2011 2503 2648 NA NA
NA NA 1 Male 0.0259108410682529 0.651979207992554 1.01244592759906 2862 2011 2620 1518 389 159
NA 7 NA Male 0.0259108410682529 0.651979207992554 0 2862 2011 2620 1518 NA NA
NA NA 1 Male 0.0259108410682529 0.651979207992554 1.01244592759906 2879 2011 2620 1518 389 159
NA 0 NA Male 0.0259108410682529 0.651979207992554 0 2879 2011 2620 1518 NA NA
NA NA 1 Male 0.0259108410682529 0.651979207992554 1.01244592759906 2863 2011 2620 1518 389 159
NA 6 NA Male 0.0259108410682529 0.651979207992554 0 2863 2011 2620 1518 NA NA
NA NA 1 Male 0.107348482495127 0.577930927276611 1.05375884296889 3029 2011 2808 2805 390 259
NA 6 NA Male 0.107348482495127 0.577930927276611 0 3029 2011 2808 2805 NA NA
NA NA 1 Male 0.107348482495127 0.577930927276611 1.05375884296889 3031 2011 2808 2805 390 259
NA 0 NA Male 0.107348482495127 0.577930927276611 0 3031 2011 2808 2805 NA NA
NA NA 1 Male 0.0927223639155272 0.578585624694824 1.13638467370854 2585 2011 2279 2273 391 128
NA 15 NA Male 0.0927223639155272 0.578585624694824 0 2585 2011 2279 2273 NA NA
NA NA 1 Male 0 0.792401790618896 1.34294925055768 2735 2011 50 2454 169 126
NA 10 NA Male 0 0.792401790618896 0 2735 2011 50 2454 NA NA
NA NA 1 Male 0 0.792401790618896 1.34294925055768 2733 2011 50 2454 169 126
NA 2 NA Male 0 0.792401790618896 0 2733 2011 50 2454 NA NA
NA NA 1 Male 0.0806521859958593 0.611916065216064 1.42557508129734 2872 2011 2504 2455 392 156
NA 26 NA Male 0.0806521859958593 0.611916065216064 0 2872 2011 2504 2455 NA NA
NA NA 1 Male 0.0806521859958593 0.611916065216064 1.42557508129734 2870 2011 2504 2455 392 156
NA 2 NA Male 0.0806521859958593 0.611916065216064 0 2870 2011 2504 2455 NA NA
NA NA 1 Male 0 0.795440673828125 1.71476548888614 2230 2011 2050 48 393 260
NA 9 NA Male 0 0.795440673828125 0 2230 2011 2050 48 NA NA
NA NA 1 Male 0.103553821449168 0.628198385238647 2.99546586535082 2877 2011 2654 2645 394 158
NA 0 NA Male 0.103553821449168 0.628198385238647 0 2877 2011 2654 2645 NA NA
NA NA 1 Male 0 0.792401790618896 -1.05319984089236 2764 2012 50 2454 173 126
NA 2 NA Male 0 0.792401790618896 0 2764 2012 50 2454 NA NA
NA NA 1 Male 0.201211399282329 0.531766891479492 -0.929261094782876 2492 2009 2279 2235 180 134
NA 5 NA Male 0.201211399282329 0.531766891479492 0 2492 2009 2279 2235 NA NA
NA NA 1 Male 0.201211399282329 0.531766891479492 -0.929261094782876 2493 2009 2279 2235 180 134
NA 3 NA Male 0.201211399282329 0.531766891479492 0 2493 2009 2279 2235 NA NA
NA NA 1 Male 0.0360057957004756 0.685333728790283 -0.846635264043219 2616 2009 2436 1687 395 261
NA 6 NA Male 0.0360057957004756 0.685333728790283 0 2616 2009 2436 1687 NA NA
NA NA 1 Male 0.127941379367257 0.569644451141357 -0.764009433303562 2617 2009 2277 2454 181 135
NA 6 NA Male 0.127941379367257 0.569644451141357 0 2617 2009 2277 2454 NA NA
NA NA 1 Male 0.0660077165812254 0.585399627685547 -0.598757771824249 2205 2009 1964 2143 396 262
NA 11 NA Male 0.0660077165812254 0.585399627685547 0 2205 2009 1964 2143 NA NA
NA NA 1 Male 0.032301667612046 0.630324602127075 0.310126366311975 2796 2009 2595 2271 184 138
NA 3 NA Male 0.032301667612046 0.630324602127075 0 2796 2009 2595 2271 NA NA
NA NA 1 Male 0.100540395418648 0.569121837615967 0.392752197051632 2615 2009 2439 2049 397 263
NA 1 NA Male 0.100540395418648 0.569121837615967 0 2615 2009 2439 2049 NA NA
NA NA 1 Male 0.100540395418648 0.569121837615967 0.392752197051632 2619 2009 2439 2049 397 263
NA 14 NA Male 0.100540395418648 0.569121837615967 0 2619 2009 2439 2049 NA NA
NA NA 1 Male 0.0933343976066681 0.573092937469482 0.392752197051632 2618 2009 2439 2049 397 263
NA 1 NA Male 0.0933343976066681 0.573092937469482 0 2618 2009 2439 2049 NA NA
NA NA 1 Male 0.0314386857207865 0.692773818969727 0.475378027791289 2400 2009 1958 2142 398 120
NA 0 NA Male 0.0314386857207865 0.692773818969727 0 2400 2009 1958 2142 NA NA
NA NA 1 Male 0.0314386857207865 0.692773818969727 0.475378027791289 2401 2009 1958 2142 398 120
NA 7 NA Male 0.0314386857207865 0.692773818969727 0 2401 2009 1958 2142 NA NA
NA NA 1 Male 0.0801020768412855 0.550596237182617 0.971133012229229 2495 2009 2279 2273 188 128
NA 4 NA Male 0.0801020768412855 0.550596237182617 0 2495 2009 2279 2273 NA NA
NA NA 1 Male 0.136436674278229 0.58992862701416 0.929820096859401 2496 2009 2278 1688 189 136
NA 1 NA Male 0.136436674278229 0.58992862701416 0 2496 2009 2278 1688 NA NA
NA NA 1 Male 0.0757225276902318 0.578208923339844 -1.87945814828893 2649 2010 2050 2401 399 264
NA 6 NA Male 0.0757225276902318 0.578208923339844 0 2649 2010 2050 2401 NA NA
NA NA 1 Male 0.066316678217845 0.645246505737305 -1.59026774070013 2648 2010 2066 2494 400 265
NA 8 NA Male 0.066316678217845 0.645246505737305 0 2648 2010 2066 2494 NA NA
NA NA 1 Male 0.0561070183757693 0.740994453430176 -1.5489548253303 2536 2010 2337 1687 401 266
